so_dang_ky,ten_thuoc,hoat_chat,noi_dung_dieu_tri,ma_icd,trang_thai_xac_nhan,dang_bao_che,danh_muc,ham_luong,url_nguon
7379/QLD-KD,Fexogold 40mg,Febuxostat 40mg,"Chỉ định
Dùng trong điều trị tăng axit uric máu mãn tính ở người bị gout",,Pending,Viên nén,,,https://thuocbietduoc.com.vn/thuoc-59094/fexogold-40mg.aspx
VD-22788-15,Simze,"Simvastatin 10mg, Ezetimib 10mg","Chỉ định Simvastatin
- Simvastatin được dùng để hỗ trợ cho chế độ dinh dưỡng ở bệnh nhân tăng cholesterol máu nguyên phát gây ra do sự tăng các lipoprotein cholesterol trọng lượng phân tử thấp (LDL) ở những bệnh nhân có nguy cơ bệnh động mạch vành mà không đáp ứng được với chế độ ăn kiêng. - Simvastatin cũng được dùng để để làm giảm nồng độ cholesterol lipoprotein trọng lượng phân tử thấp (LDL) ở những bệnh nhân vừa tăng cholesterol, vừa tăng triglyceride máu.",,Pending,Viên nén,,,https://thuocbietduoc.com.vn/thuoc-49715/simze.aspx
VN-9371-05,Cefixime capsule 200mg,Cefixime,"Chỉ định Cefixime
Trong các nhiễm khuẩn sau đây gây ra bởi các chủng nhạy cảm với cefixime như Streptococcus sp. (ngoại trừ Enteroccus sp.), Streptococcus pneumoniae, Neisseria gonorrhoeae, Branhamella catarrhalis, Escherichia coli, Klebsiella sp., Serratia sp., Proteus sp. và Haemophilus influenzae:",,Pending,Viên nang,,,https://thuocbietduoc.com.vn/thuoc-5756/cefixime-capsule-200mg.aspx
VD-11267-10,Mypara 650,Paracetamol 650mg,"Chỉ định Paracetamol
Paracetamol được dùng rộng rãi trong điều trị các chứng đau và sốt từ nhẹ đến vừa. 
* Giảm đau: 
Paracetamol được dùng giảm đau tạm thời trong điều trị chứng đau nhẹ và vừa: đau đầu, đau răng, đau bụng kinh... Thuốc có hiệu quả nhất là giảm đau cường độ thấp có nguồn gốc không phải nội tạng. Paracetamol không có tác dụng trị thấp khớp. Paracetamol là thuốc thay thế salicylat (được ưa thích ở người bệnh chống chỉ định hoặc không dung nạp salicylat) để giảm đau nhẹ hoặc hạ sốt. 
* Hạ sốt:


Paracetamol thường được dùng để giảm thân nhiệt ở người bệnh sốt, khi sốt có thể có hại hoặc khi hạ sốt nói chung không đặc hiệu, không ảnh hưởng đến tiến trình của bệnh cơ bản và có thể che lấp tình trạng bệnh của người bệnh.",,Pending,,,,https://thuocbietduoc.com.vn/thuoc-36940/mypara-650.aspx
VN-19410-15,Tarviluci,Meclofenoxat hydroclorid 500mg,"Chỉ định Meclofenoxate
Loại 250mg (viên, tiêm);: - Lão hóa não: rối loạn tâm thần tập tính, đặc biệt thay đổi trí nhớ, trầm cảm do suy tuần hoàn não. – Chấn thương sọ: hội chứng sau chấn động, chủ yếu chóng mặt. – Các di chứng chức năng: do nhồi máu hay nhũn não. Di chứng tổn thương ở não khi đẻ ở sơ sinh. Loại 1000mg (tiêm): – Chấn thương sọ: giảm bớt cường độ và thời gian bị rối loạn chú ý tập trung. – Gây mê: trong lúc tỉnh mê để giảm bớt run sau khi dùng thuốc an thần kinh giảm đau, các ảo giác sau khi dùng ketamin.",,Pending,"Bột pha tiêm bắp, tiêm tĩnh mạch",,,https://thuocbietduoc.com.vn/thuoc-49081/tarviluci.aspx
VD-30300-18,Antilus 8,Lornoxicam 8 mg,"Chỉ định Lornoxicam
Lornoxicam được chỉ định cho việc điều trị Kích thích liên quan đến dây thần kinh hông, Viêm khớp dạng thấp, Viêm xương khớp, Đau liên quan đến dây thần kinh hông, Đau sau phẫu thuật nha khoa, Đau liên quan đến dây thần kinh hông, Kích thích liên quan đến dây thần kinh hông, Viêm xương khớp và các bệnh chứng khác.",,Pending,Viên nén bao phim,,,https://thuocbietduoc.com.vn/thuoc-59229/antilus-8.aspx
VD-27746-17,Agimstan,Telmisartan 40 mg,"Chỉ định Telmisartan
Ðiều trị cao huyết áp vô căn.",,Pending,Viên nén,,,https://thuocbietduoc.com.vn/thuoc-54716/agimstan.aspx
VN-16685-13,Praverix 250mg,Amoxicillin (dưới dạng Amoxicillin trihydrate) 250mg,"Chỉ định Amoxicillin
Ðiều trị các nhiễm khuẩn do các vi khuẩn nhạy cảm với thuốc tại các vị trí sau: - Ðường hô hấp trên (bao gồm cả Tai Mũi Họng) như: viêm amiđan, viêm xoang, viêm tai giữa; - Ðường hô hấp dưới, như đợt cấp của viêm phế quản mãn, viêm phổi thùy và viêm phổi phế quản; - Ðường tiêu hóa: như sốt thương hàn; - Ðường niệu dục: như viêm thận-bể thận, lậu, sảy thai nhiễm khuẩn hay nhiễm khuẩn sản khoa. Các nhiễm khuẩn như nhiễm khuẩn huyết, viêm nội tâm mạc và viêm màng não do vi khuẩn nhạy cảm với thuốc nên được điều trị khởi đầu theo đường tiêm với liều cao và, nếu có thể, kết hợp với một kháng sinh khác. - Dự phòng viêm nội tâm mạc: Amoxicillin có thể được sử dụng để ngăn ngừa du khuẩn huyết có thể phát triển viêm nội tâm mạc. Tham khảo thông tin kê toa đầy đủ về các vi khuẩn nhạy cảm.",,Pending,Viên nang cứng,,,https://thuocbietduoc.com.vn/thuoc-44480/praverix-250mg.aspx
VD-28453-17,Divaser,Betahistin dihydroclorid 8mg,"Chỉ định Betahistine
Ðiều trị hội chứng Ménière. Hội chứng này thường được biểu hiện bằng chứng chóng mặt, ù tai, nôn ói, nhức đầu và đôi khi kèm theo mất thính lực. Ðiều trị chứng chóng mặt nguyên nhân tiền đình.",,Pending,Viên nén,,,https://thuocbietduoc.com.vn/thuoc-55932/divaser.aspx
VN-21005-18,Coliza Drops,Simethicon (dưới dạng Simethicon emulsion 30%) 40mg/ml,"Chỉ định Simethicone
- Tích tụ hơi ở đường tiêu hóa, cảm giác bị ép và đầy ở vùng thượng vị, trướng bụng tạm thời do không cẩn thận trong chế độ ăn hay thiếu tập thể dục, trướng bụng sau khi giải phẫu;
- Hội chứng dạ dày-tim, chuẩn bị cho xét nghiệm X-quang (dạ dày, ruột, túi mật, thận) và trước khi nội soi dạ dày.",,Pending,Nhũ dịch uống,,,https://thuocbietduoc.com.vn/thuoc-55672/coliza-drops.aspx
VNB-0526-00,Decolgen forte,"Acetaminophen, Chlorpheniramine, Phenylpropanolamine","Chỉ định Paracetamol
Paracetamol được dùng rộng rãi trong điều trị các chứng đau và sốt từ nhẹ đến vừa. 
* Giảm đau: 
Paracetamol được dùng giảm đau tạm thời trong điều trị chứng đau nhẹ và vừa: đau đầu, đau răng, đau bụng kinh... Thuốc có hiệu quả nhất là giảm đau cường độ thấp có nguồn gốc không phải nội tạng. Paracetamol không có tác dụng trị thấp khớp. Paracetamol là thuốc thay thế salicylat (được ưa thích ở người bệnh chống chỉ định hoặc không dung nạp salicylat) để giảm đau nhẹ hoặc hạ sốt. 
* Hạ sốt:


Paracetamol thường được dùng để giảm thân nhiệt ở người bệnh sốt, khi sốt có thể có hại hoặc khi hạ sốt nói chung không đặc hiệu, không ảnh hưởng đến tiến trình của bệnh cơ bản và có thể che lấp tình trạng bệnh của người bệnh.",,Pending,Viên nén,,,https://thuocbietduoc.com.vn/thuoc-575/decolgen-forte.aspx
VD-25202-16,Pamyltin,Ebastin 10mg,"Chỉ định Ebastine
Viêm mũi dị ứng (theo mùa hoặc quanh năm);, có hoặc không kèm viêm kết mạc dị ứng. Nổi mề đay vô căn mạn tính.",,Pending,Viên nén bao phim,,,https://thuocbietduoc.com.vn/thuoc-53205/pamyltin.aspx
VD-26546-17,Tùng lộc thanh nhiệt tán,"Mỗi 5g chứa: Hoạt thạch 4,3g; Cam thảo 0,7g","Chỉ định
Sản phẩm được chỉ định dùng để hỗ trợ chữa trị cảm nắng.


Sản phẩm dùng cho những người gặp vấn đề về thận, ống tiết niệu như tiểu ra máu, tiểu dắt, tiểu buốt, sỏi thận,...",,Pending,Thuốc bột,,,https://thuocbietduoc.com.vn/thuoc-54507/tung-loc-thanh-nhiet-tan.aspx
VD-20674-14,Glutoboston,Fluconazol 150mg,"Chỉ định Fluconazole
- Nhiễm nấm Candida niêm mạc: mũi, miệng, hầu họng, kể cả bệnh nhân suy giảm miễn dịch. Nấm Candida âm đạo cấp tính hay tái phát, nấm chân, thân, bẹn. - Ðiều trị và phòng ngừa nhiễm nấm Candida ở bệnh nhân bị bệnh ác tính, AIDS. - Viêm màng não do Cryptococcus hoặc phòng ngừa tái phát viêm màng não do Cryptococcus ở bệnh nhân AIDS.",,Pending,Viên nang cứng,,,https://thuocbietduoc.com.vn/thuoc-46373/glutoboston.aspx
VN-17220-13,Microclismi 3g,"Glycerol 2,25g; Dịch chiết hoa cúc La Mã 0,1g; Dịch chiết hoa cẩm quỳ 0,1g","Chỉ định Glycerol
Ngăn ngừa & giảm hiện tượng mỏi mắt, khô mắt, căng thẳng khi sử dụng máy tính, xem truyền hình, chơi trò chơi điện tử.
Chống táo bón;",,Pending,Dung dịch thụt trực tràng,,,https://thuocbietduoc.com.vn/thuoc-45256/microclismi-3g.aspx
VD-27216-17,Thysedow 10 mg,Thiamazol 10mg,"Chỉ định Thiamazole
Ðiều trị duy trì trong cường giáp, để chuẩn bị phẫu thuật hay dùng iod phóng xạ. Dự phòng cho cường giáp tiềm tàng, có u giáp tự miễn, hay tiền sử cường giáp trước khi dùng iod.",,Pending,Viên nén bao phim,,,https://thuocbietduoc.com.vn/thuoc-58479/thysedow-10-mg.aspx
VN-14025-11,Aclopsa,Aceclofenac,"Chỉ định Aceclofenac
Giảm đau kháng viêm trong các trường hợp: Viêm khớp mạn tính. Viêm khớp dạng thấp. Viêm cứng khớp đốt sống.",,Pending,Viên nén bao phim,,,https://thuocbietduoc.com.vn/thuoc-43705/aclopsa.aspx
VN-17859-14,Clisma-lax,"Natri monobasic phosphat khan 13,91g; Natri dibasic phosphat khan 3,18g",,,Pending,Dung dịch bơm hậu môn,,,https://thuocbietduoc.com.vn/thuoc-45859/clisma-lax.aspx
QLĐB-550-16,Nozeytin-F,"Mỗi lọ 15ml chứa: Azelastin hydroclorid 15mg; FIuticason propionat 5,475mg; (Tương ứng mỗi liều xịt chứa: Azelastin hydroclorid 137mcg; Fluticason propionat 50mcg)","Chỉ định
Dùng điều trị viêm mũi dị ứng theo mùa hay quanh năm khi dùng riêng thuốc kháng histamin H1 kém hiệu quả.


DƯỢC LÝ VÀ CƠ CHẾ TÁC DỤNG:


Azelastin hydroclorid là 1 chất tác dụng kháng histamin. Ngoài tác dụng do gắn lên thụ thể H1, còn làm ức chế việc giải phóng histamin từ các tế bào mast. Vì vậy, Azelastin được sử dụng tại chỗ trong giảm triệu chứng của bệnh viêm mũi dị ứng.
Fluticason propionat là 1 corticosteroid tổng hợp. Tác dụng của Fluticason propionat trong điều trị viêm mũi dị ứng là do thuốc làm giảm giải phóng các chất trung gian gây viêm, các chất đó tạo ra các triệu chứng như ngứa, hắt hơi, chảy nước mũi và phù.


ĐẶC TÍNH DƯỢC ĐỘNG HỌC:


Khoảng 40% liều sử dụng đường mũi của Azelastin đạt đến hệ tuần hoàn.


Azelastin chuyển hóa qua gan, chất chuyển hóa chính Demethyl azelastin có hoạt động kháng histamin.


Azelastin và chất chuyển hóa của nó bài tiết chủ yếu qua phân và nước tiểu.


Fluticason propionat được hấp thu qua niêm mạc mũi. Một lượng nhỏ thuốc được hấp thu vào hệ tuần hoàn sẽ được chuyển hóa chủ yếu ở gan thành các chất không hoạt tính. Fluticason propionat được thải trừ qua thận, 1 lượng nhỏ cùng với chất chuyển hóa thải trừ qua phân.",,Pending,Hỗn dịch xịt mũi,,,https://thuocbietduoc.com.vn/thuoc-53070/nozeytin-f.aspx
VD-10740-10,Frantamol cảm cúm,"paracetamol 500 mg, cafein 25mg, phenylephedrin HCl 5mg","Chỉ định Paracetamol
Paracetamol được dùng rộng rãi trong điều trị các chứng đau và sốt từ nhẹ đến vừa. 
* Giảm đau: 
Paracetamol được dùng giảm đau tạm thời trong điều trị chứng đau nhẹ và vừa: đau đầu, đau răng, đau bụng kinh... Thuốc có hiệu quả nhất là giảm đau cường độ thấp có nguồn gốc không phải nội tạng. Paracetamol không có tác dụng trị thấp khớp. Paracetamol là thuốc thay thế salicylat (được ưa thích ở người bệnh chống chỉ định hoặc không dung nạp salicylat) để giảm đau nhẹ hoặc hạ sốt. 
* Hạ sốt:


Paracetamol thường được dùng để giảm thân nhiệt ở người bệnh sốt, khi sốt có thể có hại hoặc khi hạ sốt nói chung không đặc hiệu, không ảnh hưởng đến tiến trình của bệnh cơ bản và có thể che lấp tình trạng bệnh của người bệnh.",,Pending,Viên nén bao phim,,,https://thuocbietduoc.com.vn/thuoc-31662/frantamol-cam-cum.aspx
VD-22386-15,Usverin,Alverin citrat 40 mg,"Chỉ định Alverine
- Ðiều trị triệu chứng các biểu hiện đau do rối loạn chức năng đường tiêu hóa và đường mật. 
- Ðiều trị các biểu hiện đau hay co thắt vùng tiết niệu - sinh dục (đau bụng kinh, đau khi sanh, đau quặn thận và đau đường niệu, dọa sẩy thai, sanh khó);.",,Pending,Viên nén,,,https://thuocbietduoc.com.vn/thuoc-49005/usverin.aspx
VN-9753-10,Nevol 2.5 tablet,Nebivolol Hydrochloride,"Chỉ định Nebivolol
Nebivolol được sử dụng để điều trị chứng cao huyết áp, việc điều trị hiệu quả tình trạng giảm áp suất trong máu giúp ngăn ngừa đột quỵ, đau tim và các vấn đề về thận.  
Nebivolol cũng có thể được sử dụng để ngăn ngừa đau lồng ngực (đau thắt ngực), suy tim và tăng tỉ lệ sống sau khi bị đau tim.",,Pending,Viên nén,,,https://thuocbietduoc.com.vn/thuoc-33849/nevol-25-tablet.aspx
VD-2791-07,Co-Padein,"Paracetamol, Codeine phosphat","Chỉ định Paracetamol
Paracetamol được dùng rộng rãi trong điều trị các chứng đau và sốt từ nhẹ đến vừa. 
* Giảm đau: 
Paracetamol được dùng giảm đau tạm thời trong điều trị chứng đau nhẹ và vừa: đau đầu, đau răng, đau bụng kinh... Thuốc có hiệu quả nhất là giảm đau cường độ thấp có nguồn gốc không phải nội tạng. Paracetamol không có tác dụng trị thấp khớp. Paracetamol là thuốc thay thế salicylat (được ưa thích ở người bệnh chống chỉ định hoặc không dung nạp salicylat) để giảm đau nhẹ hoặc hạ sốt. 
* Hạ sốt:


Paracetamol thường được dùng để giảm thân nhiệt ở người bệnh sốt, khi sốt có thể có hại hoặc khi hạ sốt nói chung không đặc hiệu, không ảnh hưởng đến tiến trình của bệnh cơ bản và có thể che lấp tình trạng bệnh của người bệnh.",,Pending,Viên nén,,,https://thuocbietduoc.com.vn/thuoc-17666/co-padein.aspx
VD-29498-18,Carvestad 6.25,"Carvedilol 6,25mg","Chỉ định Carvedilol
Carvedilol 6,25, Carvedilol 12,5, Carvedilol 25: Ðiều trị suy tim ứ huyết có triệu chứng: Carvedilol được chỉ định trong điều trị suy tim ứ huyết có triệu chứng để hạ thấp tỷ lệ tử vong và số lần nhập viện do bệnh lý tim mạch, cải thiện cảm giác khỏe khoắn của bệnh nhân và làm chậm tiến triển của bệnh. Carvedilol có thể được kết hợp với điều trị tiêu chuẩn, và thuốc cũng có thể được sử dụng trên những bệnh nhân không dung nạp được thuốc ức chế men chuyển hay những bệnh nhân không thể điều trị với digitalis, hydralazine hay nitrate. Carvedilol 25: - Cao huyết áp nguyên phát: Carvedilol được chỉ định để điều trị cao huyết áp nguyên phát. Thuốc có thể sử dụng đơn độc hay phối hợp với các thuốc điều trị cao huyết áp khác, đặc biệt là với các thuốc lợi tiểu thuộc nhóm thiazide. - Ðiều trị cơn đau thắt ngực.",,Pending,Viên nén,,,https://thuocbietduoc.com.vn/thuoc-55353/carvestad-625.aspx
VD-2780-07,Atorlip 10,Atorvastatin,"Chỉ định Atorvastatin
Ðiều trị hỗ trợ cho chế độ ăn kiêng làm giảm cholesterol toàn phần, LDL, apolipoprotein B, triglycerid & làm tăng HDL ở bệnh nhân tăng cholesterol máu nguyên phát & rối loạn lipid máu hỗn hợp (type IIa & IIb); làm giảm triglycerid máu type IV). Ðiều trị rối loạn betalipoprotein máu nguyên phát (type III). Ðiều trị hỗ trợ với các biện pháp làm giảm lipid khác để làm giảm cholesterol toàn phần & LDL ở bệnh nhân tăng cholesterol máu có tính gia đình đồng hợp tử.",,Pending,Viên nén,,,https://thuocbietduoc.com.vn/thuoc-2597/atorlip-10.aspx
VN-13704-11,Atasart tablets 8mg,Candesartan Cilexetil,"Chỉ định Candesartan
Tăng huyết áp. Điều trị suy tim sung huyết mạn tính.",,Pending,Viên nén,,,https://thuocbietduoc.com.vn/thuoc-40836/atasart-tablets-8mg.aspx
VN-17304-13,Suklocef,"Cefoperazon (dưới dạng Cefoperazon natri) 1g; Sulbactam (dưới dạng Sulbactam natri) 0,5g","Chỉ định Sulbactam
Sulbactam phối hợp duy nhất với ampicillin dùng để điều trị các bệnh nhiễm trùng đường hô hấp, niệu đạo, mô mềm, ổ bụng...gây bởi các vi khuẩn nhạy cảm, nhất là các chủng sinh beta lactamase.",,Pending,Bột pha tiêm,,,https://thuocbietduoc.com.vn/thuoc-45455/suklocef.aspx
VN-7888-03,Rigevidon 21+7,"Ethinyl estradiol, Levonorgestrel","Chỉ định Ethinyl estradiol
Điều trị thay thế sau mãn kinh. Ðiều trị vô kinh và thiểu kinh do suy chức năng buồng trứng, băng huyết và đa kinh, đau kinh, cai sữa, mụn trứng cá và ung thư tiền liệt tuyến. Điều trị bệnh nam hoá( phụ nữ mọc râu, trứng cá). Điều trị rối loạn kinh nguyệt.",,Pending,Viên bao đường,,,https://thuocbietduoc.com.vn/thuoc-11116/rigevidon-217.aspx
VN-17692-14,Cexipic 500,Cefalexin (dưới dạng cefalexin monohydrat) 500mg,"Chỉ định Cefalexin
Ðiều trị bệnh nhiễm khuẩn: - Hệ hô hấp, viêm tai giữa, viêm xoang, viêm họng. - Da và mô mềm, các xương và khớp nối. - Hệ sinh dục tiết niệu, lậu và giang mai.",,Pending,Viên nang cứng,,,https://thuocbietduoc.com.vn/thuoc-45681/cexipic-500.aspx
VN-11743-11,Stomex,Omeprazole (dạng bao tan trong ruột),"Chỉ định Omeprazole
- Loét tá tràng tiến triển. - Loét dạ dày tiến triển. - Viêm thực quản do hồi lưu dạ dày-thực quản. - Hội chứng Zollinger-Ellison.",,Pending,Viên nang,,,https://thuocbietduoc.com.vn/thuoc-38217/stomex.aspx
VD-4310-07,Panthenol,D-Panthenol,,,Pending,Kem bôi da,,,https://thuocbietduoc.com.vn/thuoc-23783/panthenol.aspx
V1314-H12-05,Strychnin sulfat 1mg/1ml,Strychnine sulfate,"Chỉ định Strychnine sulfate
Điều trị nhược cơ. Mệt mỏi, mới ốm dậy. ăn kém ngon. Yếu cơ thắt, liệt dương.",,Pending,Dung dịch tiêm,,,https://thuocbietduoc.com.vn/thuoc-20296/strychnin-sulfat-1mg1ml.aspx
VN-19039-15,Farmiga,Miconazole nitrate 100 mg,"Chỉ định
Dược lực học:


Thuốc có tác dụng trị liệu tại chỗ đối với các trường hợp viêm âm đạo do nhiều nguyên nhân khác nhau.


- Miconazole là thuốc imidazol tổng hợp có tác dụng chống nấm đối với các loại như: Aspergillus, Blastomyces, Candida, Cladosporium, Coccidioides, Epidermophyton, Histoplasma, Madurella, Pityrosporon, Microsporon, Paracoccidioides, Phialophora, Pseudallescheria và Trichophyton. Miconazol cũng có tác dụng với vi khuẩn Gram dương. Miconazol ức chế tổng hợp ergosterol ở màng tế bào nấm gây ức chế sự sinh trưởng của tế bào vi khuẩn nấm. 


 Dược động học: 


- Miconazole được chuyển hóa ở gan để thành chất không có hoạt tính và bài tiết trong nước tiểu. Khi dùng ngoài, miconazol hấp thụ qua lớp sừng của da và hấp thụ vào máu dưới 1%. Nhưng nếu đặt vào đường âm đạo thì sẽ hấp thụ vào máu khoảng dưới 1,3%.


Chỉ định: 


Thuốc có tác dụng trị liệu tại chỗ đối với các trường hợp viêm âm đạo khí hư, ngứa rát do nhiều nguyên nhân khác nhau. 


- nhiễm Trichomonas âm đạo và niệu đạo. 
- nhiễm nấm, nấm Candida âm đạo và âm hộ - âm đạo. 
- khi nhiễm trùng phối hợp gây ra bởi các vi khuẩn gram dương, kỵ khí, nhiễm nấm âm hộ âm đạo.",,Pending,Viên đạn đặt âm đạo,,,https://thuocbietduoc.com.vn/thuoc-49139/farmiga.aspx
VD-21667-14,Cetabudol,"Paracetamol 325mg; Tramadol HCl 37,5mg","Chỉ định Paracetamol
Paracetamol được dùng rộng rãi trong điều trị các chứng đau và sốt từ nhẹ đến vừa. 
* Giảm đau: 
Paracetamol được dùng giảm đau tạm thời trong điều trị chứng đau nhẹ và vừa: đau đầu, đau răng, đau bụng kinh... Thuốc có hiệu quả nhất là giảm đau cường độ thấp có nguồn gốc không phải nội tạng. Paracetamol không có tác dụng trị thấp khớp. Paracetamol là thuốc thay thế salicylat (được ưa thích ở người bệnh chống chỉ định hoặc không dung nạp salicylat) để giảm đau nhẹ hoặc hạ sốt. 
* Hạ sốt:


Paracetamol thường được dùng để giảm thân nhiệt ở người bệnh sốt, khi sốt có thể có hại hoặc khi hạ sốt nói chung không đặc hiệu, không ảnh hưởng đến tiến trình của bệnh cơ bản và có thể che lấp tình trạng bệnh của người bệnh.",,Pending,Viên nén bao phim,,,https://thuocbietduoc.com.vn/thuoc-48286/cetabudol.aspx
VD-22060-14,Bitrepso,"Alphachymotrypsin (tương đương với 4,2 mg) 4200 IU","Chỉ định Alpha chymotrypsine
Các trường hợp phù nề do chấn thương, làm giảm & mất các bọc máu ở da. Các trường hợp bong gân. Khoa tai mũi họng: các chứng viêm tai kết dính, viêm xoang.",,Pending,Viên nén,,,https://thuocbietduoc.com.vn/thuoc-48679/bitrepso.aspx
VN-19571-16,Newgenasada cream,"Betamethason, Clotrimazol , Gentamicin","Chỉ định Gentamicin
Gentamicin thường được dùng phối hợp với các kháng sinh khác (beta - lactam); để điều trị các bệnh nhiễm khuẩn nặng toàn thân gây ra bởi các vi khuẩn Gram âm và các vi khuẩn khác còn nhạy cảm, bao gồm: Nhiễm khuẩn đường mật (viêm túi mật và viêm đường mật cấp), nhiễm Brucella, các nhiễm khuẩn trong bệnh nhày nhớt, viêm nội tâm mạc, nhiễm khuẩn huyết, nhiễm Listeria, viêm màng não, viêm phổi, nhiễm khuẩn ngoài da như bỏng, loét, nhiễm khuẩn xương, khớp, nhiễm khuẩn trong ổ bụng (bao gồm viêm phúc mạc), các nhiễm khuẩn về đường tiết niệu (viêm thận bể thận cấp) cũng như trong việc phòng nhiễm khuẩn khi mổ và trong điều trị các người bệnh suy giảm miễn dịch và người bệnh trong đơn nguyên chăm sóc tăng cường...
Gentamicin thường được dùng cùng với các chất diệt khuẩn khác để mở rộng phổ tác dụng và làm tăng hiệu lực điều trị. Thí dụ gentamicin được phối hợp với penicilin trong các nhiễm khuẩn do cầu khuẩn đường ruột và liên cầu gây ra, hoặc phối hợp với một beta - lactam kháng trực khuẩn mủ xanh trong các nhiễm khuẩn do trực khuẩn mủ xanh gây ra, hoặc với metronidazol hay clindamycin trong các bệnh do hỗn hợp các khuẩn ưa khí - kỵ khí gây ra.
Nhiễm khuẩn giác mạc, củng mạc, chắp lẹo, viêm bờ mi, túi lệ, loét giác mạc, loét giác mạc có mủ, tổn thương mắt do dị vật, trước & sau các phẫu thuật có can thiệp nội nhãn. 
Điều trị nhiễm khuẩn nặng do vi khuẩn gram âm mắc phải ở bệnh viện, như nhiễm khuẩn đường mật, nhiễm khuẩn huyết, viêm màng não, viêm phổi, nhiễm khuẩn xương khớp, nhiễm khuẩn trong ổ bụng, nhiễm khuẩn tiết niệu và dự phòng phẫu thuật. Gentamicin thường phối hợp với penicillin, quinolon, clindamycin và metronidazol để nâng cao hiệu lực kháng khuẩn.",,Pending,Kem bôi da,,,https://thuocbietduoc.com.vn/thuoc-50680/newgenasada-cream.aspx
VD-22053-14,Tanadotuxsin-F,Mỗi viên chứa: Paracetamol 500mg; Phenylephrin HCl 5mg; Dextromethorphan HBr 15mg; Loratadin 5mg,"Chỉ định Paracetamol
Paracetamol được dùng rộng rãi trong điều trị các chứng đau và sốt từ nhẹ đến vừa. 
* Giảm đau: 
Paracetamol được dùng giảm đau tạm thời trong điều trị chứng đau nhẹ và vừa: đau đầu, đau răng, đau bụng kinh... Thuốc có hiệu quả nhất là giảm đau cường độ thấp có nguồn gốc không phải nội tạng. Paracetamol không có tác dụng trị thấp khớp. Paracetamol là thuốc thay thế salicylat (được ưa thích ở người bệnh chống chỉ định hoặc không dung nạp salicylat) để giảm đau nhẹ hoặc hạ sốt. 
* Hạ sốt:


Paracetamol thường được dùng để giảm thân nhiệt ở người bệnh sốt, khi sốt có thể có hại hoặc khi hạ sốt nói chung không đặc hiệu, không ảnh hưởng đến tiến trình của bệnh cơ bản và có thể che lấp tình trạng bệnh của người bệnh.",,Pending,Viên nang cứng,,,https://thuocbietduoc.com.vn/thuoc-48672/tanadotuxsin-f.aspx
VN-20401-17,Interginko tablet 120mg,"Cao khô lá Bạch quả (tương đương Ginkgo flavon glycosid 28,8mg) 120mg;","Chỉ định Lá Bạch quả
- Giảm trí nhớ, kém tập trung, đặc biệt ở người lớn tuổi. 
- Thiểu năng tuần hoàn não. 
- Ù tai, chóng mặt, giảm thính lực. 
- Chân đi khập khiễng cách hồi. 
- Một số trường hợp thiếu máu võng mạc.",,Pending,Viên nén bao phim,,,https://thuocbietduoc.com.vn/thuoc-56640/interginko-tablet-120mg.aspx
VD-20564-14,Hapacol Caplet 500,Acetaminophen 500 mg,"Chỉ định Paracetamol
Paracetamol được dùng rộng rãi trong điều trị các chứng đau và sốt từ nhẹ đến vừa. 
* Giảm đau: 
Paracetamol được dùng giảm đau tạm thời trong điều trị chứng đau nhẹ và vừa: đau đầu, đau răng, đau bụng kinh... Thuốc có hiệu quả nhất là giảm đau cường độ thấp có nguồn gốc không phải nội tạng. Paracetamol không có tác dụng trị thấp khớp. Paracetamol là thuốc thay thế salicylat (được ưa thích ở người bệnh chống chỉ định hoặc không dung nạp salicylat) để giảm đau nhẹ hoặc hạ sốt. 
* Hạ sốt:


Paracetamol thường được dùng để giảm thân nhiệt ở người bệnh sốt, khi sốt có thể có hại hoặc khi hạ sốt nói chung không đặc hiệu, không ảnh hưởng đến tiến trình của bệnh cơ bản và có thể che lấp tình trạng bệnh của người bệnh.",,Pending,Viên nén,,,https://thuocbietduoc.com.vn/thuoc-46902/hapacol-caplet-500.aspx
VN-7505-03,Polydexa,"Neomycin, Polymyxin, Dexamethasone","Chỉ định
Viêm tai ngoài màng nhĩ còn nguyên, đặc biệt chàm bội nhiễm ống tai ngoài. 
Viêm tai giữa cấp sung huyết, viêm tai giữa cấp vừa rạch màng nhĩ.",,Pending,Dung dịch nhỏ tai,,,https://thuocbietduoc.com.vn/thuoc-16284/polydexa.aspx
VNB-0063-02,Disolvan 8mg,Bromhexine,"Chỉ định Bromhexine
Liệu pháp phân hủy chất tiết trong các bệnh phế quản phổi cấp tính và mãn tính liên quan đến sự tiết chất nhầy bất thường và sự vận chuyển chất nhầy bị suy giảm.",,Pending,Viên nén,,,https://thuocbietduoc.com.vn/thuoc-3878/disolvan-8mg.aspx
VN-20731-17,Demosol,Acyclovir 400mg,"Chỉ định Acyclovir
*Viên nén: Nhiễm virus herpes simplex da và niêm mạc, bao gồm herpes sinh dục khởi phát và tái phát. Ngăn chặn việc tái nhiễm herpes simplex trên người có miễn dịch bình thường.",,Pending,Viên nén,,,https://thuocbietduoc.com.vn/thuoc-55801/demosol.aspx
