so_dang_ky,ten_thuoc,hoat_chat,noi_dung_dieu_tri,dang_bao_che,danh_muc,ham_luong,url_nguon
VD-27230-17,"Ciprofloxacin 0,3%",Mỗi lọ 5ml chứa: Ciprofloxacin (dưới dạng Ciprofloxacin HCl) 15mg,"Chỉ định Ciprofloxacin
Các bệnh nhiễm trùng có biến chứng và không biến chứng gây ra do các bệnh nguyên nhạy cảm với ciprofloxacin. 


- Các bệnh nhiễm trùng của: 
*Đường hô hấp. Trong các trường hợp viêm phổi do phế cầu (Pneumococcus) ở bệnh nhân ngoại trú, không nên dùng Ciprofloxacin như là một thuốc đầu tay. Tuy nhiên Ciprofloxacin có thể được dùng trong trường hợp viêm phổi do Klebsiella, Enterobacter, Proteus, Pseudomonas, Haemophilus, Branhamella, Legionella và Staphylococcus. . Tai giữa (viêm tai giữa) và các xoang (viêm xoang), đặc biệt nguyên nhân do vi khuẩn gram âm, kể cả Pseudomonas hay Staphylococcus. .
*Mắt. . Thận và/hoặc đường tiết niệu. . Cơ quan sinh dục, kể cả bệnh lậu, viêm phần phụ, viêm tiền liệt tuyến. . Ổ bụng (như nhiễm trùng đường tiêu hóa hoặc đường mật, viêm phúc mạc). 
* Da và mô mềm. 
* Xương khớp. 
*Nhiễm trùng huyết. 
*Nhiễm trùng hoặc có nguy cơ nhiễm trùng (dự phòng) trên bệnh nhân có hệ miễn dịch suy yếu (như bệnh nhân bị suy giảm miễn dịch hoặc có tình trạng giảm bạch cầu). 
- Chỉ định cho tình trạng khử nhiễm ruột có chọn lọc trên bệnh nhân suy giảm miễn dịch (Ciprofloxacin dạng uống).",Dung dịch thuốc nhỏ mắt,,,https://thuocbietduoc.com.vn/thuoc-55589/ciprofloxacin-03.aspx
VN-19939-16,Piracetam-Egis,Piracetam 3g/15ml,"Chỉ định Piracetam
Điều trị các triệu chứng chóng mặt. Các tổn thương sau chấn thương sọ não và phẫu thuật não: rối loạn tâm thần, tụ máu, liệt nửa người và thiếu máu cục bộ.  Các rối loạn thần kinh trung ương: chóng mặt, nhức đầu, lo âu, sảng rượu, rối loạn ý thức. Suy giảm trí nhớ, thiếu tập trung, sa sút trí tuệ ở người già. Thiếu máu hồng cầu hình liềm. Các trường hợp thiếu máu cục bộ cấp. Điều trị nghiện rượu. Điều trị thiếu máu hồng cầu liềm. Dùng bổ trợ trong điều trị giật rung cơ có nguồn gốc vỏ não.",Dung dịch tiêm,,,https://thuocbietduoc.com.vn/thuoc-51054/piracetam-egis.aspx
NC3-H08-04,Beprosazone,"Betamethasone dipropionate, Salicylic acid","Chỉ định Salicylic acid
Thuốc dùng tại chỗ dưới dạng đơn chất hoặc phối hợp với thuốc khác để điều trị triệu chứng các trường hợp:
Viêm da tiết bã nhờn, vảy nến ở mình hoặc da đầu, vảy da đầu và các trường hợp bệnh da tróc vảy khác. 


Loại bỏ các hạt mụn cơm thông thường và ở bàn chân. 
Chứng tăng sừng khu trú ở gan bàn tay và gan bàn chân. 
Trứng cá thường.",Thuốc mỡ bôi da,,,https://thuocbietduoc.com.vn/thuoc-3476/beprosazone.aspx
VD-1110-06,Tiphasidol,"Acetaminophen, Adiphenine, Diphenhydramine hydrochloride","Chỉ định Paracetamol
Paracetamol được dùng rộng rãi trong điều trị các chứng đau và sốt từ nhẹ đến vừa. 
* Giảm đau: 
Paracetamol được dùng giảm đau tạm thời trong điều trị chứng đau nhẹ và vừa: đau đầu, đau răng, đau bụng kinh... Thuốc có hiệu quả nhất là giảm đau cường độ thấp có nguồn gốc không phải nội tạng. Paracetamol không có tác dụng trị thấp khớp. Paracetamol là thuốc thay thế salicylat (được ưa thích ở người bệnh chống chỉ định hoặc không dung nạp salicylat) để giảm đau nhẹ hoặc hạ sốt. 
* Hạ sốt:


Paracetamol thường được dùng để giảm thân nhiệt ở người bệnh sốt, khi sốt có thể có hại hoặc khi hạ sốt nói chung không đặc hiệu, không ảnh hưởng đến tiến trình của bệnh cơ bản và có thể che lấp tình trạng bệnh của người bệnh.",Viên nang,,,https://thuocbietduoc.com.vn/thuoc-397/tiphasidol.aspx
V1-H12-05,Flizol 250mg,Metronidazole,"Chỉ định
- Nhiễm Trichomonas đường tiết niệu – sinh dục ở nam và nữ. - Nhiễm Giardia lambia và nhiễm amib. - Viêm loét miệng. - Phòng ngừa nhiễm khuẩn do vi khuẩn kỵ khí. - Phòng ngừa sau phẫu thuật đường tiêu hóa và phẫu thuật phụ khoa.",Viên nén,,,https://thuocbietduoc.com.vn/thuoc-15732/flizol-250mg.aspx
VND-0339-00,Bổ huyết đơn sâm cao,"Nhân sâm, Ðương quy, Xuyên khung, Bạch thược, Thục địa, Ðơn sâm, Hương phụ","Chỉ định Nhân sâm
+ Điều hòa và tăng cường hệ miễn dịch cơ thể, làm tăng số lượng bạch cầu và tiểu cầu, đồng thời tăng hoạt tính tự nhiên của chúng để chống lại các bệnh nhiễm trùng, nhiễm virus,…
+ Tác dụng tăng cường thể trạng, tăng sức bền, giảm sự mệt mỏi, cải thiện suy nhược, phục hồi rất tốt cho người mới ốm dậy;
Chống lão hóa, giải tỏa căng thẳng, tăng cường tổng hợp các Glucocorticoides và Mineralocorticoides ở tuyến thượng thận, do đó giúp con người gia tăng khả năng chịu đựng sự kích thích từ bên ngoài
+ Tác dụng thanh lọc cơ thể, đào thải độc tố, tốt cho gan, thận; đồng thời ngăn ngừa các triệu chứng vàng da, chán ăn, đau đầu, đau dạ dày, chóng mặt, buồn nôn, nôn mửa,…
+ Tác dụng đối với hệ thần kinh: tăng cường trí nhớ, tăng trí thông minh trong tư duy, cải thiện thính giác, thị giác,…
Bài thuốc có Nhân sâm:
+ Độc sâm thang (đơn thuốc có một vị nhân sâm) chữa cá thể quá suy nhược sau khi mất máu nhiều, thần kinh suy nhược: Nhân sâm 40g. Nước 400ml (2 bát) sắc còn 200ml (1 bát), cho uống từng ít một, không kể thời gian. Uống xong cần nằm yên.
+ Sâm phụ thang chữa những trường hợp mạch suy, kiệt, mồ hôi ra nhiều, chân tay lạnh: Nhân sâm 40g (có thể 20g), chế phụ tử 20g (có thể dùng l0g), sinh khương 3 nhát, táo đen 3 quả, nước 3 bát (600ml) sắc còn 200ml (1 bát) chia làm nhiều lần uống trong ngày.",Thuốc nước,,,https://thuocbietduoc.com.vn/thuoc-16411/bo-huyet-don-sam-cao.aspx
VNA-3653-00,Trà linh chi sâm,"Linh chi, Nhân sâm, Rau má, Lạc tiên","Chỉ định Linh chi
Thuốc có tác dụng an thần, làm giảm hưng phấn của thần kinh trung ương. Cồn Linh chi có tác dụng chống co giật do điện, giảm đau.
Có tác dụng chỉ khái hóa đàm, bình suyễn nhưng theo báo cáo kết quả thực nghiệm có khác nhau.
Có tác dụng bảo vệ gan, giải độc, hạ đường huyết và chống tác dụng của chất phóng xạ. Còn có tác dụng bảo vệ dạ dày loét thực nghiệm.
Có tác dụng cường tim, hạ huyết áp, nâng cao ngưỡng oxy, giúp cơ tim chịu đựng được trạng thái thiếu máu, hạ lipid huyết, chống xơ cứng động mạch.
Lượng polysaccarit cao có trong Linh chi, tăng cường sự miễn dịch của cơ thể, có tác dụng chống tế bào ung thư.
Germanium giúp khí huyết lưu thông, các tế bào hấp thu oxy tốt hơn. Acid ganoderic có tác dụng chống dị ứng và chống viêm.",Trà túi lọc,,,https://thuocbietduoc.com.vn/thuoc-14148/tra-linh-chi-sam.aspx
VD-2445-07,Mexcold 500,Paracetamol,"Chỉ định Paracetamol
Paracetamol được dùng rộng rãi trong điều trị các chứng đau và sốt từ nhẹ đến vừa. 
* Giảm đau: 
Paracetamol được dùng giảm đau tạm thời trong điều trị chứng đau nhẹ và vừa: đau đầu, đau răng, đau bụng kinh... Thuốc có hiệu quả nhất là giảm đau cường độ thấp có nguồn gốc không phải nội tạng. Paracetamol không có tác dụng trị thấp khớp. Paracetamol là thuốc thay thế salicylat (được ưa thích ở người bệnh chống chỉ định hoặc không dung nạp salicylat) để giảm đau nhẹ hoặc hạ sốt. 
* Hạ sốt:


Paracetamol thường được dùng để giảm thân nhiệt ở người bệnh sốt, khi sốt có thể có hại hoặc khi hạ sốt nói chung không đặc hiệu, không ảnh hưởng đến tiến trình của bệnh cơ bản và có thể che lấp tình trạng bệnh của người bệnh.",Viên nang,,,https://thuocbietduoc.com.vn/thuoc-17540/mexcold-500.aspx
VND-1863-04,Dầu mù u K9,"Dầu mù u, Mỡ trăn","Làm mềm mượt, mau liền da, giảm khô da và nứt nẻ da.",Thuốc bôi ngoài da,,,https://thuocbietduoc.com.vn/thuoc-9333/dau-mu-u-k9.aspx
VN-9117-04,Glidamont,Glibenclamide,"Chỉ định Glibenclamide
Ðái tháo đường không phụ thuộc insulin (đái tháo đường type 2, đái tháo đường ở người lớn) mà không thể đạt kiểm soát tốt đường huyết bằng chế độ ăn, tập thể dục, giảm cân đơn thuần.",Viên nén,,,https://thuocbietduoc.com.vn/thuoc-11884/glidamont.aspx
VNA-2997-00,Vagynax,"copper sulfate, sodium fluoride",,Viên nén,,,https://thuocbietduoc.com.vn/thuoc-9001/vagynax.aspx
V798-H12-05,Nodizine 25mg,Cinnarizine,"Chỉ định Cinnarizine
- Rối loạn tiền đình: điều trị duy trì các triệu chứng rối loạn mê đạo bao gồm chóng mặt, hoa mắt, choáng váng, ù tai, rung giật nhãn cầu, buồn nôn và nôn. - Phòng ngừa say sóng, say tàu xe và phòng ngừa chứng đau nửa đầu. - Ðiều trị duy trì các triệu chứng bắt nguồn từ mạch máu não bao gồm hoa mắt, choáng váng, ù tai, nhức đầu nguyên nhân mạch máu, rối loạn kích thích và khó hòa hợp, mất trí nhớ, kém tập trung. - Ðiều trị duy trì các triệu chứng rối loạn tuần hoàn ngoại biên bao gồm bệnh Raynaud, xanh tím đầu chi, đi khập khễnh cách hồi, rối loạn dinh dưỡng, loét giãn tĩnh mạch, tê rần, co thắt cơ buổi tối, lạnh đầu chi.",Viên nén bao phim,,,https://thuocbietduoc.com.vn/thuoc-8083/nodizine-25mg.aspx
V349-H12-10,Bổ huyết trừ phong,"Cẩu tích, ngũ gia bì, tang chi, ngưu tất, hà thủ ô đỏ, thiên niên kiện, hoàng tinh, thổ phục linh, huyết giác, tục đoạn, hy thiêm, kê huyết đằng","Chỉ định Ngũ gia bì
+ Có tác dụng trị mệt mỏi tốt hơn Nhân sâm.
+ Tăng sức chịu đựng đối với thiếu oxy, nhiệt độ cao, điều tiết rối loạn nội tiết, điều tiết hồng cầu, bạch cầu và huyết áp, chống phóng xạ, giải độc.
+ Ngũ gia bì có tác dụng chống lão suy, tăng thể lực và trí nhớ, tăng chức năng tuyến tình dục và quá trình đồng hoá, gia tăng quá trình chuyển hoá và xúc tiến tổ chức tái sinh (Trung Dược Học).
+ Tăng cường miễn dịch của cơ thể như tăng khả năng thực bào của hệ tế bào nội bì võng, tăng nhanh sự hình thành kháng thể, làm tăng trọng lượng của lách. Thuôc còn có tác dụngkháng virus, kháng tế bào ung thư, điều chỉnh miễn dịch (Trung Dược Học).
+ Tác dụng an thần rõ, điều tiết sự cân bằng giữa hai quá trình ứ chế và hưng phấn của trung khu thần kinh. Tác dụng hưng phấn của thuốc không làm ảnh hưởng đến giấc ngủ bình thường (Trung Dược Học).
+ Kháng viêm cả đối với viêm cấp và mạn tính (Trung Dược Học).
+ Tác dụng giãn mạch, làm tăng lưu lượng máu động mạch vành và hạ huyết áp (Trung Dược Học).
+ Thuốc có tác dụng long đờm, giảm ho và làm giảm cơn hen suyễn (Trung Dược Học).
+ Chống ung thư (Trung Dược Học).
+ Chữa đau nhức xương khớp, bổ can thận, khu phong, hóa thấp.",Rượu thuốc,,,https://thuocbietduoc.com.vn/thuoc-5217/bo-huyet-tru-phong.aspx
VN-8027-03,Floxur 200,Ofloxacin,"Chỉ định Ofloxacin
Ofloxacine được chỉ định điều trị những trường hợp nhiễm khuẩn sau:  - Nhiễm trùng đường tiểu có biến chứng và không có biến chứng. - Nhiễm trùng da và mô mềm. - Viêm tuyến tiền liệt. - Bệnh lây truyền qua đường sinh dục như là: nhiễm lậu cầu cấp niệu đạo và cổ tử cung không biến chứng, viêm niệu đạo và cổ tử cung không do lậu cầu. - Viêm phổi do H. influenza hay Streptococcus pneumoniae. - Viêm phế quản mạn tính đợt cấp.",Viên nén,,,https://thuocbietduoc.com.vn/thuoc-16931/floxur-200.aspx
VN-6564-02,Egilok,Metoprolol,"Chỉ định Metoprolol
Ðiều trị tăng huyết áp: làm giảm huyết áp và giảm nguy cơ tử vong do tim mạch và bệnh mạch vành (kể cả đột tử) và tỉ lệ tổn thương cơ quan. Ðiều trị đau thắt ngực. Ðiều trị bổ sung cho liệu pháp điều trị suy tim cơ bản ở những bệnh nhân suy tim mạn tính có triệu chứng đã ổn định do suy chức năng tâm thu thất trái. Phòng ngừa tử vong do tim và tái nhồi máu sau cơn nhồi máu cơ tim cấp. Ðiều trị loạn nhịp tim đặc biệt là nhịp nhanh trên thất, giảm nhịp thất trong rung nhĩ và trong ngoại tâm thu thất. Ðiều trị rối loạn chức năng tim có kèm đánh trống ngực. Phòng ngừa đau nửa đầu dạng migraine.",Viên nén,,,https://thuocbietduoc.com.vn/thuoc-15716/egilok.aspx
VN-0822-06,Fortipine LA 40,Nifedipine,"Chỉ định Nifedipine
Nifedipine 10mg: - Dự phòng cơn đau thắt ngực: đau thắt ngực do cố gắng, đau thắt ngực tự phát (bao gồm đau thắt ngực Prinzmetal): dùng đường uống. - Ðiều trị cơn cao huyết áp: ngậm dưới lưỡi. - Ðiều trị triệu chứng hiện tượng Raynaud nguyên phát hoặc thứ phát - Điều trị cơn: ngậm dưới lưỡi - Dự phòng tái phát: dùng đường uống. - Cao huyết áp. Nifedipine 30mg: - Cao huyết áp. - Ðau thắt ngực ổn định mãn tính (đau thắt ngực do gắng sức).",Viên nén bao phim-40mg,,,https://thuocbietduoc.com.vn/thuoc-16541/fortipine-la-40.aspx
VD-14280-11,Cetylpyridin-Lysozym,"Cetylpyridinium chlorid 1,5 mg, Lysozym HCl 20 mg","Chỉ định Cetylpyridinium
Điều trị nhiễm trùng nhẹ ở miệng và cổ họng, nhiễm trùng da và mắt.",hộp 1 tuýp 24 viên nén ngậm,,,https://thuocbietduoc.com.vn/thuoc-40182/cetylpyridin-lysozym.aspx
VN-14316-11,Trovem 20mg,Atorvastatine calci,"Chỉ định Atorvastatin
Ðiều trị hỗ trợ cho chế độ ăn kiêng làm giảm cholesterol toàn phần, LDL, apolipoprotein B, triglycerid & làm tăng HDL ở bệnh nhân tăng cholesterol máu nguyên phát & rối loạn lipid máu hỗn hợp (type IIa & IIb); làm giảm triglycerid máu type IV). Ðiều trị rối loạn betalipoprotein máu nguyên phát (type III). Ðiều trị hỗ trợ với các biện pháp làm giảm lipid khác để làm giảm cholesterol toàn phần & LDL ở bệnh nhân tăng cholesterol máu có tính gia đình đồng hợp tử.",Viên nén bao phim,,,https://thuocbietduoc.com.vn/thuoc-43464/trovem-20mg.aspx
VN-13266-11,Flucomedil,Fluconazole,"Chỉ định Fluconazole
- Nhiễm nấm Candida niêm mạc: mũi, miệng, hầu họng, kể cả bệnh nhân suy giảm miễn dịch. Nấm Candida âm đạo cấp tính hay tái phát, nấm chân, thân, bẹn. - Ðiều trị và phòng ngừa nhiễm nấm Candida ở bệnh nhân bị bệnh ác tính, AIDS. - Viêm màng não do Cryptococcus hoặc phòng ngừa tái phát viêm màng não do Cryptococcus ở bệnh nhân AIDS.",Viên nang cứng,,,https://thuocbietduoc.com.vn/thuoc-38817/flucomedil.aspx
VN-10845-10,Zentoeril,Perindopril erbumine,"Chỉ định Perindopril
- Tăng huyết áp. - Suy tim sung huyết.",Viên nén,,,https://thuocbietduoc.com.vn/thuoc-37343/zentoeril.aspx
VD-26627-17,Vitamin C,Acid ascorbic 250mg,"Chỉ định Vitamin C
Phòng và điều trị thiếu vitamin C ( bệnh Scorbut); và các chứng chảy máu do thiếu vitamin C. 
Tăng sức đề kháng ở cơ thể khi mắc bệnh nhiễm khuẩn, cảm cúm , mệt mỏi, nhiễm độc. Thiếu máu do thiếu sắt. 
Phối hợp với các thuốc chống dị ứng.",Viên nén bao phim (màu đỏ cam);,,,https://thuocbietduoc.com.vn/thuoc-54588/vitamin-c.aspx
VD-30206-18,Ursodex,Acid ursodeoxycholic 300mg,"Chỉ định Ursodeoxycholic
- Sỏi túi mật cholesterol: Sỏi túi mật nhỏ hoặc không triệu chứng, không cản quang, có đường kính dưới 15 mm, túi mật vẫn hoạt động bình thường (được xác nhận bằng chụp X quang túi mật);, ở các bệnh nhân có sỏi nhưng bị chống chỉ định phẫu thuật. 
- Bệnh gan mật mạn tính đặc biệt là chứng xơ gan mật nguyên phát, viêm xơ đường dẫn mật, bệnh gan mắc phải do chứng bệnh nhầy nhớt.",Viên nang mềm,,,https://thuocbietduoc.com.vn/thuoc-59135/ursodex.aspx
VD-28642-17,Usapril,Enalapril maleat 5mg,"Chỉ định Enalapril
Tất cả các độ cao huyết áp vô căn: Enalapril maleate có thể dùng một mình hay kết hợp với các thuốc chống cao huyết áp khác. Trong cao huyết áp nồng độ renin thấp, Enalapril maleate ít có tác dụng.
Cao huyết áp thận: Trong trường hợp cao huyết áp nồng độ renin cao, hiệu quả thuốc tăng mạnh. 
Suy tim: Dùng phụ trị.",Viên nén,,,https://thuocbietduoc.com.vn/thuoc-58692/usapril.aspx
VD-23344-15,Nebivolol Stada 5 mg,Nebivolol (dưới dạng Nebivolol hydroclorid) 5 mg,"Chỉ định Nebivolol
Nebivolol được sử dụng để điều trị chứng cao huyết áp, việc điều trị hiệu quả tình trạng giảm áp suất trong máu giúp ngăn ngừa đột quỵ, đau tim và các vấn đề về thận.  
Nebivolol cũng có thể được sử dụng để ngăn ngừa đau lồng ngực (đau thắt ngực), suy tim và tăng tỉ lệ sống sau khi bị đau tim.",Viên nén,,,https://thuocbietduoc.com.vn/thuoc-50496/nebivolol-stada-5-mg.aspx
VN-19462-15,Loxmen,Sildenafil (dưới dạng Sidenafil citrat) 100 mg,"Chỉ định Sildenafil
Ðiều trị rối loạn chức năng cương tức là không khả năng để hoàn tất hoặc duy trì sự cương của dương vật đủ để thực hành các động tác giao hợp toàn hảo ở người nam trưởng thành. Ðể thuốc có công hiệu cần phải có sự kích thích giới tính.",Viên nhai,,,https://thuocbietduoc.com.vn/thuoc-49181/loxmen.aspx
VD-23569-15,Alimazin 5mg,Trimeprazin (dưới dạng trimeprazin tartrat) 5 mg,,Viên nang cứng (hồng-hồng),,,https://thuocbietduoc.com.vn/thuoc-51492/alimazin-5mg.aspx
VNB-3917-05,Metformin Stada 500mg,Metformin,"Chỉ định Metformin
Metformin hydrochloride là một biguanide hạ đuờng huyết dùng điều trị bệnh tiểu đường không phụ thuộc insulin khi không thể kiểm soát đường huyết bằng chế độ ăn kiêng đơn thuần. Thuốc có thể được kê toa ở những bệnh nhân không còn đáp ứng với các sulfonylurea, thêm vào dẫn chất sulfonylurea đang sử dụng. Ở bệnh nhân béo phì thuốc có thể gây ra giảm cân có lợi, đôi khi tác dụng này là lý do căn bản của sự kết hợp insulin và metformin ở bệnh tiểu đường phụ thuộc insulin.",Viên nén bao phim,,,https://thuocbietduoc.com.vn/thuoc-15445/metformin-stada-500mg.aspx
VND-0542-01,Dưỡng tâm an Thần,"Lạc tiên, lá vông, Tâm sen, long nhãn","Chỉ định
- Trị các chứng mất ngủ, giảm trí nhớ, tim đập hồi hộp, suy nhược thần kinh do lo âu, căng thẳng, stress, làm việc quá sức. 
- Trị suy nhược cơ thể, giúp ăn ngon. 
 - Trị chứng mất ngủ ở người cao tuổi.",Trà hòa tan,,,https://thuocbietduoc.com.vn/thuoc-13592/duong-tam-an-than.aspx
VN-7709-03,Sandostatin,Octreotide,"Chỉ định Octreotide
Ðiều trị những bệnh nhân bị mắc bệnh to cực: - đã được kiểm soát thoả đáng bằng Octreotide tiêm dưới da, mà phẫu thuật, liệu pháp tia xạ hoặc chất chủ vận dopamine là không thích hợp hoặc không hiệu quả, hoặc trong giai đoạn tạm thời tới khi liệu pháp tia xạ hoàn toàn có hiệu quả. Ðiều trị những bệnh nhân có triệu chứng kết hợp với các u nội tiết cơ năng đường ruột-dạ dày-tuỵ mà triệu chứng đã được điều trị tốt bằng Octreotide tiêm dưới da; - các u carcinoid với những đặc điểm của hội chứng carcinoid. - các u VIP (VIP omas: u tụy chế tiết nhiều peptide vận mạch đường ruột);. - các u glucagon (glucagonomas: tiết glucagon quá mức). - các u gastrine/ hội chứng Zollinger-Ellison. - các u insulin, để khống chế hạ đường huyết trước phẫu thuật và điều trị bảo tồn. - các u GRF (Yếu tố giải phóng hormone sinh trưởng).",Thuốc tiêm,,,https://thuocbietduoc.com.vn/thuoc-16908/sandostatin.aspx
VD-1287-06,Orafort 200,Ofloxacin,"Chỉ định Ofloxacin
Ofloxacine được chỉ định điều trị những trường hợp nhiễm khuẩn sau:  - Nhiễm trùng đường tiểu có biến chứng và không có biến chứng. - Nhiễm trùng da và mô mềm. - Viêm tuyến tiền liệt. - Bệnh lây truyền qua đường sinh dục như là: nhiễm lậu cầu cấp niệu đạo và cổ tử cung không biến chứng, viêm niệu đạo và cổ tử cung không do lậu cầu. - Viêm phổi do H. influenza hay Streptococcus pneumoniae. - Viêm phế quản mạn tính đợt cấp.",Viên nén bao phim,,,https://thuocbietduoc.com.vn/thuoc-17021/orafort-200.aspx
VN-3481-07,Paralad 178,Paracetamol,"Chỉ định Paracetamol
Paracetamol được dùng rộng rãi trong điều trị các chứng đau và sốt từ nhẹ đến vừa. 
* Giảm đau: 
Paracetamol được dùng giảm đau tạm thời trong điều trị chứng đau nhẹ và vừa: đau đầu, đau răng, đau bụng kinh... Thuốc có hiệu quả nhất là giảm đau cường độ thấp có nguồn gốc không phải nội tạng. Paracetamol không có tác dụng trị thấp khớp. Paracetamol là thuốc thay thế salicylat (được ưa thích ở người bệnh chống chỉ định hoặc không dung nạp salicylat) để giảm đau nhẹ hoặc hạ sốt. 
* Hạ sốt:


Paracetamol thường được dùng để giảm thân nhiệt ở người bệnh sốt, khi sốt có thể có hại hoặc khi hạ sốt nói chung không đặc hiệu, không ảnh hưởng đến tiến trình của bệnh cơ bản và có thể che lấp tình trạng bệnh của người bệnh.",Hỗn dịch uống-Mỗi 5ml chứa 178mg Paracetamol,,,https://thuocbietduoc.com.vn/thuoc-17592/paralad-178.aspx
VD-0824-06,Linh chi thấu cốt hoàn,"Phòng phong, xuyên khung, linh chi, Bạch thược, đỗ trọng, tế tân, quế nhục, ngưu tất, cam thảo","Chỉ định Phòng phong
- Trị ngoại cảm, đau khớp xương, trị uốn ván, mắt đỏ, sang lở.
- Hội chứng phong hàn biểu biểu hiện như sốt, nghiến răng, đau đầu và đau toàn thân: Dùng  Phòng phong với Kinh giới và Khương hoạt.
- Hội chứng phong nhiệt biểu biểu hiện như sốt, đau Họng, đỏ mắt và đau đầu: Dùng  Phòng phong với Kinh giới, Hoàng cầm, Bạc hà và Liên kiều.
- Hội chứng phong hàn thấp biểu hiện như đau khớp (viên khớp); và co thắt chân tay: Dùng  Phòng phong với Khương hoạt và Đương quy.
- Mề đay và ngứa da: Dùng  Phòng phong với Khổ sâm và Thuyền thoái trong bài Tiêu Phong Tán.",Hoàn cứng,,,https://thuocbietduoc.com.vn/thuoc-17915/linh-chi-thau-cot-hoan.aspx
VN1-083-08,Paclitaxel for Injection Solution,Paclitaxel,"Chỉ định Paclitaxel
Ung thư biểu mô buồng trứng: - Trị liệu đầu tay ung thư buồng trứng tiến xa hoặc bướu tồn lưu (> 1cm) sau phẫu thuật, dùng phối hợp với cisplatine. - Trong trị liệu thứ nhì, ung thư buồng trứng đã di căn, sau khi thất bại với phương pháp điều trị cổ điển bằng các dẫn xuất của platine. Ung thư biểu mô vú: - Trong điều trị hỗ trợ ung thư giai đoạn sớm, có hạch dương tính, dùng liên tiếp sau phác đồ có chứa doxorubicine. - Trong điều trị ung thư vú di căn đã thất bại với điều trị chuẩn hoặc tái phát sau khi điều trị hỗ trợ. Thường các điều trị trước đó có chứa anthracycline, trừ khi nào có chống chỉ định. Ung thư phổi không phải tế bào nhỏ: - Paclitaxel dùng chung với cisplatine, được chỉ định đầu tay để điều trị bệnh nhân ung thư phổi không phải tế bào nhỏ, ở giai đoạn không thể phẫu thuật và/hoặc xạ trị được. Ngoài ra, Paclitaxel còn dùng để điều trị Ung thư Kaposi có liên quan đến bệnh AIDS.",Dung dịch tiêm truyền,,,https://thuocbietduoc.com.vn/thuoc-29576/paclitaxel-for-injection-solution.aspx
VNB-2359-04,Ergocalciferol 200.000 UI,Ergocalciferol,"Chỉ định Vitamin D2
Phòng thiếu vitamin D; thiếu vitamin D do kém hấp thu hoặc trong bệnh gan mạn tính; hạ calci - huyết do giảm năng cận giáp. Các chỉ định cụ thể như sau: Còi xương do dinh dưỡng, do chuyển hoá và nhuyễn xương bao gồm: Hạ phosphat trong máu - kháng vitamin D liên kết X, còi xương phụ thuộc vitamin D, loạn dưỡng xương do thận hoặc hạ calci - huyết thứ phát do bệnh thận mạn tính; Thiểu năng cận giáp và thiểu năng cận giáp giả. Phòng và điều trị loãng xương, kể cả loãng xương do corticosteroid, Ngoài ra còn được dùng để điều trị bệnh lupus thông thường, viêm khớp dạng thấp và vẩy nến.",Thuốc uống giọt,,,https://thuocbietduoc.com.vn/thuoc-10854/ergocalciferol-200000-ui.aspx
VN-10345-10,Tronasel Injection 400mg,Teicoplanin,"Chỉ định Teicoplanin
Teicoplanin phải được dùng hạn chế, như một kháng sinh dự trữ, chỉ dàng cho những trường hợp bị nhiễm khuẩn nặng đã bị kháng nhiều thuốc. 
Teicoplanin được chỉ định trong trường hợp bị nhiễm xương, và viêm màng trong tim gây nên bởi Staphylococcus aureus nhạy cảm và kháng methicillin, Streptococcus, cầu khuẩn đường ruột, viêm màng trong tim và phẫu thuật chỉnh hình có nguy cơ nhiễm các vi khuẩn gram dương, trong trường hợp nghi ngờ nhiễm khuẩn ở những người bệnh có giảm bạch cầu trung tính hoặc bị bệnh suy giảm miễn dịch. 
Có thể dùng teicoplanin thay thế cho vancomycin trong điều trị nhiễm khuẩn gram dương nặng.",Bột đông khô để pha tiêm,,,https://thuocbietduoc.com.vn/thuoc-33717/tronasel-injection-400mg.aspx
VN-12719-11,Zolival 1g,Cefazolin Natri,"Chỉ định Cefazoline
Nhiễm trùng do các chủng nhạy cảm ở miệng, tai-mũi-họng, phế quản-phổi, tiết niệu-sinh dục, nhiễm trùng máu, viêm nội tâm mạc, ngoài da, thanh mạc, xương khớp.",Bột pha tiêm,,,https://thuocbietduoc.com.vn/thuoc-39427/zolival-1g.aspx
VN-12097-11,Viên nén Predu XL,Trimetazidine Dihydrochloride,"Chỉ định Trimetazidine dihydrochloride
Trimetazidine được chỉ định trong điều trị bệnh tim do thiếu máu cục bộ (cơn đau thắt ngực, di chứng nhồi máu);. Điều trị dài hạn cơn đau thắt ngực.",Viên nén bao phim,,,https://thuocbietduoc.com.vn/thuoc-38274/vien-nen-predu-xl.aspx
