so_dang_ky,ten_thuoc,hoat_chat,noi_dung_dieu_tri,dang_bao_che,danh_muc,ham_luong,url_nguon
VNA-3727-00,Desilogen,"Acetaminophen, Chlorpheniramine, Phenylpropanolamine","Chỉ định Paracetamol
Paracetamol được dùng rộng rãi trong điều trị các chứng đau và sốt từ nhẹ đến vừa. 
* Giảm đau: 
Paracetamol được dùng giảm đau tạm thời trong điều trị chứng đau nhẹ và vừa: đau đầu, đau răng, đau bụng kinh... Thuốc có hiệu quả nhất là giảm đau cường độ thấp có nguồn gốc không phải nội tạng. Paracetamol không có tác dụng trị thấp khớp. Paracetamol là thuốc thay thế salicylat (được ưa thích ở người bệnh chống chỉ định hoặc không dung nạp salicylat) để giảm đau nhẹ hoặc hạ sốt. 
* Hạ sốt:


Paracetamol thường được dùng để giảm thân nhiệt ở người bệnh sốt, khi sốt có thể có hại hoặc khi hạ sốt nói chung không đặc hiệu, không ảnh hưởng đến tiến trình của bệnh cơ bản và có thể che lấp tình trạng bệnh của người bệnh.",Viên nén,,,https://thuocbietduoc.com.vn/thuoc-578/desilogen.aspx
VD-24640-16,Rohto antibacterial,Mỗi 10 ml chứa: Natri Sulfamethoxazol 400mg; Epsilon-aminocaproic acid 200mg; Dikaliglycyrhizinat 10mg; Chlorpheniramin maleat 2mg,"Chỉ định Chlorpheniramin
Chống dị ứng: viêm mũi dị ứng, nổi mề đay, ban da, viêm da dị ứng... Phối hợp điều trị ho.",Thuốc nhỏ mắt,,,https://thuocbietduoc.com.vn/thuoc-52604/rohto-antibacterial.aspx
VN-5136-10,Cerefort,Piracetam,"Chỉ định Piracetam
Điều trị các triệu chứng chóng mặt. Các tổn thương sau chấn thương sọ não và phẫu thuật não: rối loạn tâm thần, tụ máu, liệt nửa người và thiếu máu cục bộ.  Các rối loạn thần kinh trung ương: chóng mặt, nhức đầu, lo âu, sảng rượu, rối loạn ý thức. Suy giảm trí nhớ, thiếu tập trung, sa sút trí tuệ ở người già. Thiếu máu hồng cầu hình liềm. Các trường hợp thiếu máu cục bộ cấp. Điều trị nghiện rượu. Điều trị thiếu máu hồng cầu liềm. Dùng bổ trợ trong điều trị giật rung cơ có nguồn gốc vỏ não.",Si rô,,,https://thuocbietduoc.com.vn/thuoc-32947/cerefort.aspx
VN-15760-12,Appeton Multivitamin Lysine Syrup,"L-Lysine HCl, Vitamin A, Vitamin D3, Vitamin E,Vitamin B1, Vitamin B2, Vitamin B6, Nicotinamide, Vitamin C, D-Panthenol","Chỉ định
Bổ sung đầy đủ các vitamin hỗ trợ quá trình trao đổi chất, điều hòa hoạt động của các cơ quan, hỗ trợ quá trình chuyển hóa bình thường các chất protein, chất béo và glucid, giúp trẻ trong thời kì tăng trưởng phát triển khỏe mạnh, tăng sức đề kháng cho cơ thể chống lại các bệnh nhiễm khuẩn.


Giúp trẻ ăn ngon miệng, gia tăng chuyển hóa, hấp thu tối đa dinh dưỡng.


Tăng cường khả năng hấp thu calci, duy trì mức calci trong máu, giúp cho xương và răng chắc khỏe, tăng trưởng chiều cao, đảm bảo chức năng hoạt động bình thường của tế bào.
Giúp cơ thể sản sinh hồng cầu nên phòng một số bệnh thiếu máu.


Hỗ trợ trợ cân bằng hệ vi sinh đường ruột, tối ưu khả năng hoạt động của hệ tiêu hóa giúp phòng tránh táo bón và các bệnh về đường ruột, tăng khả năng miễn dịch, giúp giảm cholesterol có hại, tham gia vào quá trình điều hòa đường huyết trong cơ thể, giúp cơ thể luôn khỏe mạnh và tăng trưởng.",Si rô,,,https://thuocbietduoc.com.vn/thuoc-43287/appeton-multivitamin-lysine-syrup.aspx
VN-6131-08,Hyaron 400,Albendazole,"Chỉ định Albendazole
- Nhiễm giun kim, giun đũa, giun móc, giun tóc. - Nhiễm giun lươn và sán dây: có thuốc đặc trị, việc điều trị chỉ được xét đến nếu có phối hợp với bệnh do ký sinh trùng khác nhạy cảm với albendazole.",Viên nén,,,https://thuocbietduoc.com.vn/thuoc-27317/hyaron-400.aspx
VN-18638-15,Curam Quicktabs 625mg,Amoxicillin (dưới dạng Amoxicllin trihydrat) 500mg; Acid clavulanic (dưới dạng Kali clavulanate) 125mg,"Chỉ định Clavulanic acid
Nhiễm khuẩn nặng đường hô hấp trên: viêm amidan, viêm xoang, viêm tai giữa đã được điều trị bằng các kháng sinh thông thường nhưng không đỡ. 
Nhiễm khuẩn đường hô hấp dưới bởi các chủng H.influenza và Branhamella catarrbalis sản sinh beta - lactamase: viêm phế quản cấp và mạn, viêm phổi - phế quản. 
Nhiễm khuẩn nặng đường tiết niệu - sinh dục bởi các chủgn E.coli, Klebsiella và Enterobacter sản sinh: viêm bàng quang, viêm niệu đạo, viêm bể thận (nhiễm khuẩn đường sinh dục nữ). 
Nhiễm khuẩn da và mô mềm: mụn nhọt, áp xe, nhiễm khuẩn máu sản khoa, nhiễm khuẩn trong ổ bụng (tiêm tĩnh mạch trong nhiễm khuẩn máu, viêm phúc mạc, nhiễm khuẩn sau mổ, đề phòng nhiễm khuẩn trong khi mổ dạ dày - ruột,tử cung, đầu và cổ, tim, thận, thay khớp và đường mật).",Viên phân tán,,,https://thuocbietduoc.com.vn/thuoc-47523/curam-quicktabs-625mg.aspx
VN-18803-15,Rossuwell 20,Rosuvastatin (dưới dạng Rosuvastatin canxi) 20 mg,"Chỉ định Rosuvastatin
Tăng cholesterol máu nguyên phát (loại IIa kể cả tăng cholesterol máu di truyền gia đình kiểu dị hợp tử) hoặc rối loạn lipid máu hỗn hợp (loại IIb): là một liệu pháp hỗ trợ cho chế độ ăn kiêng khi bệnh nhân không đáp ứng đầy đủ với chế độ ăn kiêng và các liệu pháp không dùng thuốc khác (như tập thể dục, giảm cân). Tăng cholesterol máu gia đình kiểu đồng hợp tử: dùng hỗ trợ cho chế độ ăn kiêng và các biện pháp điều trị giảm lipid khác (như ly trích LDL máu) hoặc khi các liệu pháp này không thích hợp.",Viên nén bao phim,,,https://thuocbietduoc.com.vn/thuoc-47633/rossuwell-20.aspx
VNB-0891-03,Panadol extra,"Acetaminophen, Caffeine","Chỉ định Paracetamol
Paracetamol được dùng rộng rãi trong điều trị các chứng đau và sốt từ nhẹ đến vừa. 
* Giảm đau: 
Paracetamol được dùng giảm đau tạm thời trong điều trị chứng đau nhẹ và vừa: đau đầu, đau răng, đau bụng kinh... Thuốc có hiệu quả nhất là giảm đau cường độ thấp có nguồn gốc không phải nội tạng. Paracetamol không có tác dụng trị thấp khớp. Paracetamol là thuốc thay thế salicylat (được ưa thích ở người bệnh chống chỉ định hoặc không dung nạp salicylat) để giảm đau nhẹ hoặc hạ sốt. 
* Hạ sốt:


Paracetamol thường được dùng để giảm thân nhiệt ở người bệnh sốt, khi sốt có thể có hại hoặc khi hạ sốt nói chung không đặc hiệu, không ảnh hưởng đến tiến trình của bệnh cơ bản và có thể che lấp tình trạng bệnh của người bệnh.",Viên nén dài,,,https://thuocbietduoc.com.vn/thuoc-436/panadol-extra.aspx
VNA-4050-01,PruziTin 5mg,sodium picosulfate,"Chỉ định Picosulfate
Nhuận tràng. Trị táo bón.",Viên nén nhai,,,https://thuocbietduoc.com.vn/thuoc-19949/pruzitin-5mg.aspx
VN-8939-09,Pepsane,,"Chỉ định
Viêm loét dạ dày tá tràng. Trào ngược dạ dày thực quản. Ðầy hơi, ợ nóng, ợ chua, nóng rát thượng vị. Bảo vệ niêm mạc dạ dày khi dùng các thuốc kích thích dạ dày.",Gel uống,,,https://thuocbietduoc.com.vn/thuoc-31204/pepsane.aspx
VN2-654-17,Dexilant 30 mg delayed release capsules,Dexlansoprazol 30mg,"Chỉ định Dexlansoprazole
Chữa lành viêm thực quản ăn mòn. Duy trì sự chữa lành viêm thực quản ăn mòn và làm giảm ợ nóng.
 Bệnh trào ngược dạ dày-thực quản (GERD) không ăn mòn có triệu chứng.",Viên nang phóng thích chậm,,,https://thuocbietduoc.com.vn/thuoc-60043/dexilant-30-mg-delayed-release-capsules.aspx
VD-30673-18,Cevitrutin,Rutin 50mg; Acid ascorbic (vitamin C) 50mg,"Chỉ định Rutin
Điều trị hội chứng chảy máu, xơ cứng, tăng huyết áp, ban xuất huyết, chứng giãn tĩnh mạch (phù, đau, nặng chân, bệnh trị...) đồng thời tăng sức bền và giảm tính thấm của mao mạch.",Viên nén bao đường,,,https://thuocbietduoc.com.vn/thuoc-59602/cevitrutin.aspx
VN-19714-16,Ulrexpen,"Tramadol hydrochlorid 37,5mg; Paracetamol 325mg","Chỉ định Tramadol
Ðau vừa đến đau nặng, đau sau chẩn đoán hay phẫu thuật.",Viên nén bao phim,,,https://thuocbietduoc.com.vn/thuoc-50823/ulrexpen.aspx
VN-5161-10,Remeclar 250,Clarithromycin,"Chỉ định Clarithromycin
Các bệnh nhiễm khuẩn do vi khuẩn nhạy cảm: 


- Nhiễm trùng đường hô hấp: viêm xoang, viêm họng, viêm tai giữa, viêm phế quản cấp và mạn tính, viêm phổi cộng đồng. 
- Nhiễm trùng da và mô mềm mức độ nhẹ đến vừa. 
- Nhiễm khuẩn bội nhiễm trên bệnh nhân nhiễm HIV do nhiễm Mycobacterium avium hay M. avium complex (MAC). 
- Viêm loét dạ dày-tá tràng do nhiễm H. pylori (thường phối hợp với một thuốc ức chế tiết acid dịch vị).",Viên nén bao phim,,,https://thuocbietduoc.com.vn/thuoc-33039/remeclar-250.aspx
VD-14553-11,Diltiazem Stada 60 mg,Diltiazem hydroclorid 60mg,"Chỉ định Diltiazem
Phòng ngừa cơn đau thắt ngực chủ yếu trong đau thắt do gắng sức, đau thắt tự nhiên, đau thắt Prinzmetal.",Viên nén,,,https://thuocbietduoc.com.vn/thuoc-40436/diltiazem-stada-60-mg.aspx
VD-2276-06,Dofopam,Alverine citrate,"Chỉ định Alverine
- Ðiều trị triệu chứng các biểu hiện đau do rối loạn chức năng đường tiêu hóa và đường mật. 
- Ðiều trị các biểu hiện đau hay co thắt vùng tiết niệu - sinh dục (đau bụng kinh, đau khi sanh, đau quặn thận và đau đường niệu, dọa sẩy thai, sanh khó);.",Viên nén,,,https://thuocbietduoc.com.vn/thuoc-1546/dofopam.aspx
VNA-1758-04,HepaThin 250mg,Methionine,"Chỉ định
Chủ yếu dùng điều trị quá liều Paracetamol khi không có acetylcystein. Ngoài ra còn dùng để toan hóa nước tiểu, viêm gan do nhiễm độc, nhiễm độc thai nghén, các chứng thiếu máu, các chứng ban, viêm gan do virus, xơ gan, trị các chứng vàng da.",Viên nang,,,https://thuocbietduoc.com.vn/thuoc-15546/hepathin-250mg.aspx
VD-0712-06,Nifedipin Stada 5mg,Nifedipine,"Chỉ định Nifedipine
Nifedipine 10mg: - Dự phòng cơn đau thắt ngực: đau thắt ngực do cố gắng, đau thắt ngực tự phát (bao gồm đau thắt ngực Prinzmetal): dùng đường uống. - Ðiều trị cơn cao huyết áp: ngậm dưới lưỡi. - Ðiều trị triệu chứng hiện tượng Raynaud nguyên phát hoặc thứ phát - Điều trị cơn: ngậm dưới lưỡi - Dự phòng tái phát: dùng đường uống. - Cao huyết áp. Nifedipine 30mg: - Cao huyết áp. - Ðau thắt ngực ổn định mãn tính (đau thắt ngực do gắng sức).",Viên nang mềm,,,https://thuocbietduoc.com.vn/thuoc-16573/nifedipin-stada-5mg.aspx
VN-12165-11,Atcobeta-N,"Betamethason valerate, Neomycin sulfate","Chỉ định Neomycin
Nhiễm khuẩn & viêm kết mạc, bờ mi & loét củng mạc.","Dung dịch nhỏ mắt, tai, mũi",,,https://thuocbietduoc.com.vn/thuoc-39250/atcobeta-n.aspx
,Dalovi,Cao chè dây 625 mg; Rotundin 10 mg; Curcumin 500mg; Bioperine 1.25 mg,"Chỉ định
Cơ chế tác dụng: - Chè dây: Chè dây chứa thành phần hóa học flavonoid có tác dụng đặc biết đối với bệnh viêm loét dạ dày - tá tràng, đó là các tác dụng: làm liền sẹo ổ loét, làm giảm thể tích dịch vị, giảm độ acid tự do và giảm độ acid toàn phần. Chè dây cũng có tác dụng làm sạch vi khuẩn Helicobacter Pylori, đây là loại xoắn khuẩn sống trên lớp nhày niêm mạc dạ dày và gây ra bệnh này. Ngoài ra, hàm lượng lớn flavonoid trong chè day có tác dụng chống viêm nên chè day còn có tác dụng giảm viêm niêm mạc dạ dày. Chè dây cũng có tác dụng cắt cơn đau nhanh. - Rotundin: Có tác dụng giảm co thắt cơ trơn do đó có tác dụng giảm đau trong bệnh viêm loét dạ dày - tá tràng. Rotundin còn có tác dụng an thần, làm giảm các trạng thái tâm lý gây đau dạ dày như căng thẳng thần kinh, lo lắng, mất ngủ ... - Curcumin: Curcumin là tinh chất chiết từ củ nghệ vàng có nhiều tác dụng đối với dạ dày tá tràng: có họa tính chống loét dạ dày tá tràng do làm giảm tiết dịch vị, bảo vệ niêm mạc dạ dày tá tràng chống lại các thương tổn gây ra do stress, do hóa chất ..., kích thích sản sinh chất nhày niêm mạc dạ dày, kích thích sự lành vết loét. Ngoài ra, curcumin còn có tác dụng giảm đau thượng vị, giảm đầy hơi. - Bioperine: Là dịch chiết quả hồ tiêu đen, có chứa 95% piperine. Piperin có tác dụng làm tăng hoạt tính sinh học của các chất có hoạt tính khác, theo nghiên cứu khoa học thì piperine đã làm tăng hoạt tính sinh học của curcumin lên 2000% Công dụng: Hỗ trợ điều trị viêm loét dạ dày với các triệu chứng: đau tức vùng thượng vị, ợ hơi, ợ chua, bụng đầy hơi, lo lắng, mất ngủ ... Đối tượng sử dụng: Người bị viêm loét dạ dày với các triệu chứng: đau tức thượng vị, ợ hơi, ợ chua, bụng đầy hơi, lo lắng, mất ngủ ...",,,,https://thuocbietduoc.com.vn/thuoc-38296/dalovi.aspx
VN-10301-05,Depo Medrol,Methylprednisolone,"Chỉ định
- Bất thường chức năng vỏ thượng thận. - Rối loạn dị ứng. - Bệnh lý về da, dạ dày ruột, hô hấp, huyết học, mắt, gan, thận, thần kinh. - Tăng canxi máu do khối u. - Viêm khớp, thấp khớp, viêm gân. - Chấn thương thần kinh. - Viêm màng ngoài tim.",Hỗn dịch tiêm,,,https://thuocbietduoc.com.vn/thuoc-15633/depo-medrol.aspx
VN2-467-16,Tykerb,Lapatinib (dưới dạng Lapatinib ditosylate monohydrate) 250mg,"Chỉ định Lapatinib
Lapatinib được sử dụng kết hợp với capecitabine (Xeloda); để điều trị một số loại bệnh ung thư vú ở những người đã được điều trị bằng các thuốc hóa trị liệu khác.",Viên nén bao phim,,,https://thuocbietduoc.com.vn/thuoc-50863/tykerb.aspx
VNA-4051-01,Ruxict 150mg,Roxithromycin,"Chỉ định Roxithromycin
Nhiễm trùng do chủng được xác định là có nhạy cảm với kháng sinh, chủ yếu trong: - Nhiễm trùng đường hô hấp trên: viêm họng, viêm amidan, viêm xoang. - Nhiễm trùng đường hô hấp dưới: viêm phổi, viêm phế quản, bệnh phế quản kinh niên bội nhiễm, viêm phổi không điển hình. - Nhiễm trùng da và mô mềm. - Nhiễm trùng cơ quan sinh dục không do lậu cầu: viêm niệu đạo, viêm cổ tử cung-âm đạo. - Nhiễm trùng răng miệng.",Viên nén,,,https://thuocbietduoc.com.vn/thuoc-19124/ruxict-150mg.aspx
VD-22877-15,Hatasten,Mỗi 5g chứa: Clotrimazol 50 mg,"Chỉ định Clotrimazole
Ðiều trị tại chỗ tinea pedis (nấm da chân, nấm kẽ), tinea cruris (nấm bẹn), tinea corporis (nấm da thân, lác đồng tiền) do T. rubrum, T. mentagrophytes, E. floccosum và M. canis; bệnh Candida do C. albicans và tinea versicolor (lang ben) do M. furfur. Thuốc cũng có tác dụng trong một số trường hợp nhiễm trùng da không do vi nấm như erythrasma do Corynebacterium minutissimum.",Kem bôi da,,,https://thuocbietduoc.com.vn/thuoc-49827/hatasten.aspx
VD-25581-16,Myolaxyl,Mephenesin 250 mg,"Chỉ định Mephenesin
Ðược đề nghị điều trị hỗ trợ các co thắt cơ gây đau trong: 
- Các bệnh lý thoái hóa đốt sống và các rối loạn tư thế cột sống: vẹo cổ, đau lưng, đau thắt lưng. 
- Các tình trạng co thắt.",Viên nén bao đường,,,https://thuocbietduoc.com.vn/thuoc-53538/myolaxyl.aspx
VD-20815-14,Magne B6 Corbiere,Magnesi lactat dihydrat 186mg/10ml; Magnesi pidolat 936mg/10ml; Pyridoxin hydroclorid 10mg/10ml,"Chỉ định
- Được đề nghị điều trị các trường hợp thiếu magnesi riêng biệt hay kết hợp.",Dung dịch uống,,,https://thuocbietduoc.com.vn/thuoc-46442/magne-b6-corbiere.aspx
VN-18951-15,Efexor XR,Venlafaxin (dưới dạng venlafaxin HCl) 37.5mg,"Chỉ định Venlafaxine
Venlafaxin được chỉ định để điều trị trầm cảm, gồm cả trầm cảm kèm theo lo lắng, cho cả bệnh nhân nội và ngoại trú. Hiệu quả của venlafaxin được nghiên cứu trong các thử nghiệm 4 và 6 tuần trên các bệnh nhân trầm cảm nội và ngoại trú có chẩn đoán lâm sàng giống với rối loạn trầm cảm chủ yếu loại DSM-III hoặc DSM-III-R và những người đang ở giai đoạn trầm cảm chủ yếu có kèm và không kèm chứng u sầu. Venlafaxin tỏ ra có hiệu quả trong các điều trị trung bình (tới 3 tháng) và dài ngày (tới 12 tháng). Theo DSM-III-R, một giai đoạn trầm cảm chủ yếu bao hàm một tâm trạng trầm uất kéo dài hay mất sự quan tâm hay hứng thú trong tất cả, hoặc hầu hết các hoạt động, và các triệu chứng đi kèm, trong một thời gian ít nhất là hai tuần. Một giai đoạn trầm cảm chủ yếu phải gồm ít nhất từ 5 đến 9 triệu chứng kéo dài trong cùng thời gian hai tuần đó; tâm trạng trầm uất kéo dài suốt ngày, gần như ngày nào cũng có, theo ghi nhận của người bệnh hay sự theo dõi của người khác; sự giảm hứng thú trong tất cả, hoặc gần như tất cả, về các hoạt động trong ngày, hầu hết các ngày; giảm cân hoặc tăng cân đáng kể khi không ăn kiêng, hoặc giảm hay tăng sự ngon miệng hầu hết các ngày; mất ngủ hoặc ngủ nhiều hầu hết các ngày; kích thích hoặc ức chế tâm thần vận động hầu hết các ngày; mệt mỏi hoặc mất sức hầu hết các ngày; cảm giác cuộc sống vô nghĩa hay thái quá hoặc tội lỗi không thích hợp hầu hết các ngày; mất khả năng suy nghĩ hoặc tập trung hay mất quyết đoán hầu hết các ngày và nghĩ đi nghĩ lại tới cái chết, ý nghĩ tự tử trở đi trở lại mà không có một chương trình nào đặc biệt, hay một dự kiến tự tử hoặc một chương trình đặc biệt liên quan tới tự tử. Hiệu quả của việc phối hợp venlafaxin với trị liệu co giật do điện còn chưa được đánh giá.",Viên nang giải phóng kéo dài,,,https://thuocbietduoc.com.vn/thuoc-47781/efexor-xr.aspx
VD-20523-14,Gregory-2,Glimepirid 2mg,"Chỉ định Glimepiride
Ðái tháo đường type 2 không phụ thuộc insulin ở người lớn, khi nồng độ đường huyết không thể kiểm soát thỏa đáng được bằng chế độ ăn kiêng, tập thể dục và giảm cân nặng đơn thuần.",Viên nén bao phim,,,https://thuocbietduoc.com.vn/thuoc-46861/gregory-2.aspx
VN-12848-11,LDNil 20,Rosuvastatin calci,"Chỉ định Rosuvastatin
Tăng cholesterol máu nguyên phát (loại IIa kể cả tăng cholesterol máu di truyền gia đình kiểu dị hợp tử) hoặc rối loạn lipid máu hỗn hợp (loại IIb): là một liệu pháp hỗ trợ cho chế độ ăn kiêng khi bệnh nhân không đáp ứng đầy đủ với chế độ ăn kiêng và các liệu pháp không dùng thuốc khác (như tập thể dục, giảm cân). Tăng cholesterol máu gia đình kiểu đồng hợp tử: dùng hỗ trợ cho chế độ ăn kiêng và các biện pháp điều trị giảm lipid khác (như ly trích LDL máu) hoặc khi các liệu pháp này không thích hợp.",Viên nén bao phim,,,https://thuocbietduoc.com.vn/thuoc-38399/ldnil-20.aspx
VN-14999-12,Euroalba,Albendazole,"Chỉ định Albendazole
- Nhiễm giun kim, giun đũa, giun móc, giun tóc. - Nhiễm giun lươn và sán dây: có thuốc đặc trị, việc điều trị chỉ được xét đến nếu có phối hợp với bệnh do ký sinh trùng khác nhạy cảm với albendazole.",Viên nén nhai,,,https://thuocbietduoc.com.vn/thuoc-42195/euroalba.aspx
VN-10928-10,Rabsun-20,Rabeprazol Natri,"Chỉ định Rabeprazole
Bệnh lý hồi lưu dạ dày thực quản, loét tá tràng & hội chứng Zollinger-Ellison.",Viên nén bao tan trong ruột,,,https://thuocbietduoc.com.vn/thuoc-37197/rabsun-20.aspx
VN-20856-17,Fluxar,Fluconazol 2mg/ml,"Chỉ định Fluconazole
- Nhiễm nấm Candida niêm mạc: mũi, miệng, hầu họng, kể cả bệnh nhân suy giảm miễn dịch. Nấm Candida âm đạo cấp tính hay tái phát, nấm chân, thân, bẹn. - Ðiều trị và phòng ngừa nhiễm nấm Candida ở bệnh nhân bị bệnh ác tính, AIDS. - Viêm màng não do Cryptococcus hoặc phòng ngừa tái phát viêm màng não do Cryptococcus ở bệnh nhân AIDS.",Dung dịch tiêm truyền,,,https://thuocbietduoc.com.vn/thuoc-56275/fluxar.aspx
VD-27512-17,Hasanbose 100,Acarbose 100mg,"Chỉ định Acarbose
Bệnh nhân tiểu đường type 2:  - điều trị đơn độc khi chế độ ăn kiêng và vận động không hiệu quả. - điều trị phối hợp với các thuốc hạ đường huyết dạng uống khác.",Viên nén,,,https://thuocbietduoc.com.vn/thuoc-56486/hasanbose-100.aspx
VN-16674-13,Helmadol,"Sắt nguyờn tố (dưới dạng phức hợp Sắt (III) hydroxid polymaltose) 100mg; Folic acid 0,35mg","Chỉ định Sắt
Phòng và điều trị thiếu máu do thiếu sắt. Không có sự khác biệt về khả năng hấp thu sắt khi sắt được bào chế dưới dạng các loại muối khác nhau.",Viên nén bao phim,,,https://thuocbietduoc.com.vn/thuoc-44469/helmadol.aspx
VD-27299-17,Acinstad 500mg,Amikacin (dưới dạng Amikacin sulfat) 500mg/2ml,"Chỉ định Amikacin
Amikacin được chỉ định điều trị trong thời gian ngắn những nhiễm khuẩn nặng do những chủng nhạy cảm gồm: Pseudomonas sp., Escherichia coli, Proteus sp., Klebsiella sp., Enterobacter sp., Serratia sp., Acinetobacter sp., Citrobacter freundii. Các nghiên cứu lâm sàng cho thấy Amikacin có tác dụng tốt trong nhiễm khuẩn huyết (cả nhiễm khuẩn huyết ở trẻ sơ sinh), những nhiễm khuẩn nặng ở đường hô hấp, xương và khớp, hệ thần kinh trung ương (bao gồm viêm màng não), da và mô mềm, nhiễm khuẩn trong ổ bụng (bao gồm viêm phúc mạc), nhiễm khuẩn do bỏng và nhiễm trùng hậu phẫu. Các nghiên cứu lân sàng cũng cho thấy Amikacin cũng có tác dụng tốt trong những biến chứng nặng và nhiễm khuẩn đường niệu tái đi tái lại do những vi khuẩn kể trên. Nên phối hợp với kháng sinh thuộc họ bêta-lactam để có tác dụng tối ưu.",Dung dịch tiêm,,,https://thuocbietduoc.com.vn/thuoc-54662/acinstad-500mg.aspx
V851-H12-05,"Dexacin 0,5mg",Dexamethasone,"Chỉ định Dexamethasone
Viêm phần trước cấp, viêm màng bồ đào trước mạn, viêm mống mắt, viêm thể mi, bệnh mắt do Herpex zoster. 
Dị ứng ở mắt, loét tái phát do nhiễm độc hay dị ứng. Bỏng mắt do nhiệt hay hóa chất. Phản ứng viêm hậu phẫu.",Viên nén,,,https://thuocbietduoc.com.vn/thuoc-9407/dexacin-05mg.aspx
VN-0068-06,Ibuprofene Biogaran,Ibuprofen,"Chỉ định Ibuprofen
Liều thấp: điều trị các triệu chứng đau: đau đầu, đau răng, đau cơ, đau bụng kinh, hạ sốt.
 Liều cao (> 1200mg): 
- Ðiều trị dài hạn triệu chứng viêm xương khớp, thấp khớp mạn tính : viêm đa khớp dạng thấp, viêm cột sống dính khớp, viêm khớp vẩy nến, khớp đau và bất động. 
- Ðiều trị ngắn hạn các triệu chứng xảy ra ở thời kỳ mạn tính của bệnh viêm quanh khớp (viêm quanh vùng khớp vai cánh tay, viêm gân, viêm túi thanh mạc), đau lưng, viêm rễ thần kinh. Trị chấn thương, đau bụng kinh.",Viên nén bao phim-200mg,,,https://thuocbietduoc.com.vn/thuoc-12897/ibuprofene-biogaran.aspx
VN-1037-06,Lilonton,Piracetam,"Chỉ định Piracetam
Điều trị các triệu chứng chóng mặt. Các tổn thương sau chấn thương sọ não và phẫu thuật não: rối loạn tâm thần, tụ máu, liệt nửa người và thiếu máu cục bộ.  Các rối loạn thần kinh trung ương: chóng mặt, nhức đầu, lo âu, sảng rượu, rối loạn ý thức. Suy giảm trí nhớ, thiếu tập trung, sa sút trí tuệ ở người già. Thiếu máu hồng cầu hình liềm. Các trường hợp thiếu máu cục bộ cấp. Điều trị nghiện rượu. Điều trị thiếu máu hồng cầu liềm. Dùng bổ trợ trong điều trị giật rung cơ có nguồn gốc vỏ não.",Dung dịch tiêm-1000mg/5ml,,,https://thuocbietduoc.com.vn/thuoc-18030/lilonton.aspx
VD-26852-17,Piperacillin 4g,Piperacillin (dưới dạng Piperacilin natri) 4 g,"Chỉ định Piperacillin
Nhiễm khuẩn đường hô hấp (viêm xoang,viêm phế quản...), thận & đường tiết niệu, tai mũi họng (viêm họng...) , răng hàm mặt, phụ khoa, nhiễm khuẩn huyết.",Thuốc bột pha tiêm,,,https://thuocbietduoc.com.vn/thuoc-57768/piperacillin-4g.aspx
VD-30030-18,Mediplex,Aciclovir 800mg,"Chỉ định Acyclovir
*Viên nén: Nhiễm virus herpes simplex da và niêm mạc, bao gồm herpes sinh dục khởi phát và tái phát. Ngăn chặn việc tái nhiễm herpes simplex trên người có miễn dịch bình thường.",Viên nang cứng,,,https://thuocbietduoc.com.vn/thuoc-57092/mediplex.aspx
VN-10367-10,Remecilox 200,Ofloxacin,"Chỉ định Ofloxacin
Ofloxacine được chỉ định điều trị những trường hợp nhiễm khuẩn sau:  - Nhiễm trùng đường tiểu có biến chứng và không có biến chứng. - Nhiễm trùng da và mô mềm. - Viêm tuyến tiền liệt. - Bệnh lây truyền qua đường sinh dục như là: nhiễm lậu cầu cấp niệu đạo và cổ tử cung không biến chứng, viêm niệu đạo và cổ tử cung không do lậu cầu. - Viêm phổi do H. influenza hay Streptococcus pneumoniae. - Viêm phế quản mạn tính đợt cấp.",Viên nén bao phim,,,https://thuocbietduoc.com.vn/thuoc-33754/remecilox-200.aspx
VN-10002-05,Epezan,Eperisone,"Chỉ định Eperisone
Cải thiện các triệu chứng tăng trương lực cơ liên quan đến những bệnh sau: hội chứng đốt sống cổ, viêm quanh khớp vai và thắt lưng. 
Liệt cứng liên quan đến những bệnh sau: bệnh mạch máu não, liệt cứng do tủy, thoái hóa đốt sống cổ, di chứng sau phẫu thuật (bao gồm cả u não tủy), di chứng sau chấn thương (chấn thương tủy, tổn thương đầu), xơ cứng cột bên teo cơ, bại não, thoái hóa tủy, bệnh mạch máu tủy và các bệnh lý não tủy khác.",Viên nén,,,https://thuocbietduoc.com.vn/thuoc-10782/epezan.aspx
VD-3312-07,Sara,Paracetamol,"Chỉ định
Hạ sốt.
Giảm đau do: chích ngừa, cảm cúm, mọc răng, nhức đầu, cắt Amiđan.",Hỗn dịch,,,https://thuocbietduoc.com.vn/thuoc-17609/sara.aspx
VN-18740-15,Progut,Esomeprazole (dưới dạng Esomeprazole natri) 40mg,"Chỉ định Esomeprazole
Esomeprazole sodium được chỉ định trong bệnh trào ngược dạ dày-thực quản trên bệnh nhân viêm thực quản và/hoặc có triệu chứng trào ngược nặng như là một liệu pháp thay thế cho dạng uống khi liệu pháp dùng qua đường uống không thích hợp.",Bột đông khô pha tiêm,,,https://thuocbietduoc.com.vn/thuoc-47495/progut.aspx
