so_dang_ky,ten_thuoc,hoat_chat,noi_dung_dieu_tri,dang_bao_che,danh_muc,ham_luong,url_nguon
VD-25572-16,GastraQK9,Bột vỏ mù u 250mg; Bột mai mực 50mg; Bột nghệ 10mg,"Chỉ định
Điều trị viêm loét dạ dày – tá tràng.",Viên nén,,,https://thuocbietduoc.com.vn/thuoc-53529/gastraqk9.aspx
VD-23133-15,"Vitamin B1 0,01g",Thiamin mononitrat 10 mg,"Chỉ định Vitamin B1
Phòng và điều trị bệnh Beri-beri. Điều trị các trường hợp đau nhức dây thần kinh lưng, hông và dây thần kinh sinh ba( phối hợp với các vitamin B6 và B12); Các trường hợp mệt mỏi, kém ăn, suy dinh dưỡng và rối loạn tiêu hoá.",Viên nén,,,https://thuocbietduoc.com.vn/thuoc-50193/vitamin-b1-001g.aspx
VD-27420-17,Sorbitol,Mỗi gói 5g chứa Sorbitol 5g,"Chỉ định Sorbitol
Ðiều trị triệu chứng táo bón. Ðiều trị triệu chứng các rối loạn khó tiêu.",Thuốc bột uống,,,https://thuocbietduoc.com.vn/thuoc-58194/sorbitol.aspx
VD-23540-15,Glosic,Nefopam hydroclorid 30 mg,"Chỉ định Nefopam
Cơn đau cấp & mạn tính các loại: đau do thần kinh, đau đầu, đau cơ, chứng co thắt, đau răng, đau bụng kinh, đau do chấn thương, đau hậu phẫu, viêm tụy mạn tính, cơn đau sỏi mật, cơn đau quặn thận, đau do ung thư.",Viên nang cứng,,,https://thuocbietduoc.com.vn/thuoc-51463/glosic.aspx
VD-23523-15,Nang Gelatin rỗng size 3,"Gelatin 47,021 mg",,Nguyên liệu làm thuốc,,,https://thuocbietduoc.com.vn/thuoc-51446/nang-gelatin-rong-size-3.aspx
VD-24911-16,Vitamin B6,Mỗi ống 1ml chứa: Pyridoxin hydroclorid 100mg,"Chỉ định Vitamin B6
Phòng và điều trị thiếu hụt vitamin B6: khi thiếu hụt do dinh dưỡng, ít gặp trường hợp thiếu đơn độc một vitamin nhóm B, vì vậy bổ sung vitmain dưới dạng hỗ hợp có hiệu quả hơn dùng đơn lẻ. Tốt nhất vẫn là cải thiện chế độ ăn. Thiếu hụt pyridoxxin có thể dẫn đến thiếu máu nguyên bào sắt, viêm dây thần kinh ngoại vi, viêm da tăng bã nhờn, khô nứt môi. Nhu cầu cơ thể tăng và việc bổ sung vitamin B6, có thể cần thiết trong các trường hợp sau đây: nghiện rượu, bỏng, suy tim sung huyết, sốt kéo dài, cắt bỏ dạ dày, lọc máu, cường tuyến giáp, nhiễm khuẩn, bệnh đường ruột (như ỉa chảy, viêm ruột);, kém hấp thu liên quan đến bệnh gan - mật. Người mang thai có nhu cầu tăng về mọi mặt vitamin. Nên bổ sung bằng chế độ ăn. Một số trường hợp dùng thêm hỗn hợp các vitamin và muối khoáng như người mang thai kém ăn hoặc có nguy cơ thiếu hụt cao (chửa nhiều thai, nghiện hút thuốc lá, rượu, ma tuý). Dùng với lượng quá thừa hỗn hợp các vitamin và muối khoáng có thể có hịa cho mẹ và thai nhi, cần phải tránh.",Dung dịch tiêm,,,https://thuocbietduoc.com.vn/thuoc-52902/vitamin-b6.aspx
VN-7656-09,Dalitazi,Ceftazidime pentahydrate,"Chỉ định Ceftazidime
Chỉ định điều trị: Nhiễm độc huyết, nhiễm khuẩn huyết, viêm màng não, viêm phổi, áp xe phổi, giãn phế quản, viêm tiểu phế quản, người bệnh xơ nang tụy tạng bị nhiễm trùng phổi, viêm tai giữa, viêm xương chũm, viêm xoang cánh mũi, nhiễm trùng trong các bệnh nặng khác, viêm thận-bể thận, viêm tuyến tiền liệt, viêm bàng quang, viêm đường niệu, viêm quầng, áp xe, viêm mô tế bào, các nhiễm trùng thứ cấp trong phỏng hay vết thương ngoài da, viêm vú, loét da, viêm đường mật, viêm túi mật có mủ, áp xe trong màng bụng, viêm phúc mạc, viêm túi thừa, viêm ruột-đại tràng, nhiễm trùng chậu hông, viêm xương, viêm tủy, viêm khớp nhiễm khuẩn, viêm túi thanh mạc có nhiễm trùng. Thuốc cũng được chỉ định trong việc điều trị các bệnh sau đây: - Nhiễm trùng nặng ở người bệnh bị suy giảm chức năng miễn dịch do máu. - Các nhiễm trùng nặng như nhiễm trùng trong phỏng. - Nhiễm trùng kết hợp với thẩm phân phúc mạc hay với thẩm phân phúc mạc liên tục ngoại trú (CAPD);.",Bột pha tiêm,,,https://thuocbietduoc.com.vn/thuoc-30389/dalitazi.aspx
VD-11930-10,Vitamin B2 10mg,Riboflavin 10mg,"Chỉ định Vitamin B2
Phòng và điều trị thiếu riboflavin.",,,,https://thuocbietduoc.com.vn/thuoc-31599/vitamin-b2-10mg.aspx
V357-H12-10,Thuốc ho Bé ngoan,"Bản lam căn, Kim ngân hoa, Thạch cao, Khổ hạnh nhân, Qua lâu nhân, Ma hoàng, Mạch môn, Cát cánh, Cam thảo","Chỉ định Bản lam căn
Sốt cao như cảm cúm, viêm não đơn độc, sởi, viêm họng, sưng tuyến mang tai; các loại lở loét trong xoang miệng…",,,,https://thuocbietduoc.com.vn/thuoc-31862/thuoc-ho-be-ngoan.aspx
VN-13442-11,Orniraz,Pantoprazole,"Chỉ định Pantoprazole
- Loét dạ dày tá tràng- Bệnh trào ngược dạ dày thực quản (GERD).",Bột đông khô pha tiêm,,,https://thuocbietduoc.com.vn/thuoc-38639/orniraz.aspx
V622-H12-10,Cao ích mẫu,"ích mẫu, ngải diệp, hương phụ chế","Chỉ định
Công dụng:  Hoạt huyết điều kinh


Chỉ định:  Kinh nguyệt không đều, đau bụng hành kinh, băng huyết, khí hư bạch đới, làm cho tử cung chóng hồi phục sau đẻ.",,,,https://thuocbietduoc.com.vn/thuoc-35343/cao-ich-mau.aspx
VN-10446-10,Rasilez 300mg,Aliskiren hemifumarate,,Viên nén bao phim,,,https://thuocbietduoc.com.vn/thuoc-33955/rasilez-300mg.aspx
VN-17707-14,Yumai Kouyan Heji (Khẩu viêm thanh);,"Cao chiết xuất từ : Me rừng 40g; Địa hoàng 20g; Xích thược 15g; Mạch môn, 20g; Cam thảo 5g;","Chỉ định Địa hoàng
Sinh địa dùng chữa bệnh huyết hư phát nóng, thổ huyết, băng huyết, chảy máu cam, kinh nguyệt không đều, động thai; bệnh thương hàn, ôn dịch, phát ban chẩn, cổ họng sưng đau, huyết nhiệt, tân dịch khô. Ngày dùng 8-16g, có thể dùng đến 40g.
Thục địa dùng trị thận âm suy sinh ra các chứng nóng âm ỉ, bệnh tiêu khát (đái đường), đau họng, khí suyễn (khó thở), hư hoả bốc lâm sinh xuất huyết, làm sáng mắt, điều kinh, bổ huyết, sinh tinh, làm cho cơ thể tráng kiện. Ngày dùng 12-40g.
Trong y học cổ truyền Trung Quốc, địa hoàng tươi được dùng trị âm suy trong các bệnh sốt có triệu chứng lưỡi đỏ sẫm và khát, ban da, có những vết ở da, khạc ra máu, chảy máu cam, đau họng.
Địa hoàng không chế biến dùng chữa sốt với lưỡi đỏ sẫm và khát, âm suy với nhiệt bên trong, khạc ra máu, chảy máu cam, ban da và có những vết ở da.",dung dịch uống,,,https://thuocbietduoc.com.vn/thuoc-45696/yumai-kouyan-heji-khau-viem-thanh.aspx
VN-6001-01,Hydrocortisone Sodium Succinate,Hydrocortisone,"Chỉ định Hydrocortisone
Rối loạn nội tiết: Suy thượng thận tiên phát hay thứ phát (hydrocortisone hay cortisone là các thuốc được lựa chọn; có thể sử dụng các đồng đẳng kết hợp với mineralocorticoid khi có thể; ở trẻ em, sự bổ sung mineralocorticoid, đặc biệt khi dùng các đồng đẳng tổng hợp). Trước phẫu thuật và khi bị chấn thương hay bệnh nặng, ở những bệnh nhân đã biết suy thượng thận hay khi có nghi ngờ suy vỏ thượng thận. Sốc không đáp ứng với các phương pháp đang điều trị nếu có hoặc nghi ngờ suy vỏ thượng thận. Tăng sản thượng thận bẩm sinh. Viêm tuyến giáp không sinh mủ. Tăng canxi huyết do ung thư. Bệnh khớp: Dùng như một trị liệu ngắn hạn trong: Viêm xương khớp sau chấn thương. Viêm bao hoạt dịch hay viêm xương khớp. Viêm khớp dạng thấp, bao gồm viêm khớp dạng thấp ở trẻ em (trong một số ít trường hợp có thể cần trị liệu duy trì liều thấp). Viêm túi hoạt dịch cấp và bán cấp. Viêm mõm lồi cầu. Viêm bao gân cấp không đặc hiệu. Viêm khớp cấp do thống phong. Viêm khớp do bệnh vẩy nến. Viêm đốt sống dạng thấp. Bệnh tạo keo: Lupus ban đỏ lan tỏa. Viêm tim cấp trong bệnh thấp. Viêm da cơ toàn thân (viêm đa cơ). Các bệnh da: Pemphigus. Ban đỏ da dạng cấp tính (hội chứng Steven-Johnson). Viêm da tróc vẩy. Viêm da bóng nước do herpes. Viêm da tiết bã nhờn nặng.",Bột pha dung dịch tiêm,,,https://thuocbietduoc.com.vn/thuoc-12737/hydrocortisone-sodium-succinate.aspx
VN-9231-04,Zecuf Herbal Cough Lozenges (Strawberry Flavour),"Glycyrrhizaglabra, Zingiber, Emblica, Menthol","Chỉ định menthol
Dạng thuốc kem menthol được sử dụng để làm giảm những cơn đau nhẹ cho các bệnh như viêm khớp, viêm bao hoạt dịch, viêm gân, bong gân, đau lưng, bầm tím và chuột rút. Thuốc cũng có thể được sử dụng cho các bệnh khác theo chỉ định của bác sĩ.
Dạng dung dịch dùng đê hit giúp Giảm nhanh các chứng nghẹt mũi, sổ mũi do cảm cúm gây ra, giúp thông mũi và dễ thở.",Viên ngậm,,,https://thuocbietduoc.com.vn/thuoc-12294/zecuf-herbal-cough-lozenges-strawberry-flavour.aspx
VN-2633-07,Fimabute,Cefixime,"Chỉ định Cefixime
Trong các nhiễm khuẩn sau đây gây ra bởi các chủng nhạy cảm với cefixime như Streptococcus sp. (ngoại trừ Enteroccus sp.), Streptococcus pneumoniae, Neisseria gonorrhoeae, Branhamella catarrhalis, Escherichia coli, Klebsiella sp., Serratia sp., Proteus sp. và Haemophilus influenzae:",Viên nén hòa tan-100mg,,,https://thuocbietduoc.com.vn/thuoc-5848/fimabute.aspx
VNA-4315-01,Gel xoa bóp hiệu Con Gấu,"Menthol, Methyl salicylate","Chỉ định menthol
Dạng thuốc kem menthol được sử dụng để làm giảm những cơn đau nhẹ cho các bệnh như viêm khớp, viêm bao hoạt dịch, viêm gân, bong gân, đau lưng, bầm tím và chuột rút. Thuốc cũng có thể được sử dụng cho các bệnh khác theo chỉ định của bác sĩ.
Dạng dung dịch dùng đê hit giúp Giảm nhanh các chứng nghẹt mũi, sổ mũi do cảm cúm gây ra, giúp thông mũi và dễ thở.",Gel bôi da,,,https://thuocbietduoc.com.vn/thuoc-15230/gel-xoa-bop-hieu-con-gau.aspx
V1180-H12-05,Vitamin E 400UI,Vitamin E,"Chỉ định Vitamin E
Phòng ngừa và điều trị thiếu Vitamin E. 
Các rối loạn bệnh lý về da làm giảm tiến trình lão hóa ở da, giúp ngăn ngừa xuất hiện nếp nhăn ở da. 


Ðiều trị hỗ trợ chứng gan nhiễm mỡ, chứng tăng cholesterol máu. 


Hỗ trợ điều trị vô sinh, suy giảm sản xuất tinh trùng ở nam giới.",Viên nang mềm,,,https://thuocbietduoc.com.vn/thuoc-22889/vitamin-e-400ui.aspx
VN-4890-07,5D,Glucose,"Chỉ định Glucose
Thiếu hụt carbohydrat và dịch. Mất nước do ỉa chảy cấp. Hạ đường huyết do suy dinh dưỡng, do ngộ độc rượu, do tăng chuyển hóa khi bị stress hay chấn thương. Làm test dung nạp glucose (uống);.",Dịch truyền,,,https://thuocbietduoc.com.vn/thuoc-24309/5d.aspx
VN-7974-09,TCL-R 10 Tablet,Atorvastatin calcium trihydrate,"Chỉ định Atorvastatin
Ðiều trị hỗ trợ cho chế độ ăn kiêng làm giảm cholesterol toàn phần, LDL, apolipoprotein B, triglycerid & làm tăng HDL ở bệnh nhân tăng cholesterol máu nguyên phát & rối loạn lipid máu hỗn hợp (type IIa & IIb); làm giảm triglycerid máu type IV). Ðiều trị rối loạn betalipoprotein máu nguyên phát (type III). Ðiều trị hỗ trợ với các biện pháp làm giảm lipid khác để làm giảm cholesterol toàn phần & LDL ở bệnh nhân tăng cholesterol máu có tính gia đình đồng hợp tử.",Viên nén bao phim,,,https://thuocbietduoc.com.vn/thuoc-29701/tcl-r-10-tablet.aspx
VN-6666-08,Promto Tablet 10mg,Natri Rabeprazole,,Viên bao phim tan trong ruột,,,https://thuocbietduoc.com.vn/thuoc-28904/promto-tablet-10mg.aspx
VN-7692-03,Ibuprofen,Ibuprofen,"Chỉ định Ibuprofen
Liều thấp: điều trị các triệu chứng đau: đau đầu, đau răng, đau cơ, đau bụng kinh, hạ sốt.
 Liều cao (> 1200mg): 
- Ðiều trị dài hạn triệu chứng viêm xương khớp, thấp khớp mạn tính : viêm đa khớp dạng thấp, viêm cột sống dính khớp, viêm khớp vẩy nến, khớp đau và bất động. 
- Ðiều trị ngắn hạn các triệu chứng xảy ra ở thời kỳ mạn tính của bệnh viêm quanh khớp (viêm quanh vùng khớp vai cánh tay, viêm gân, viêm túi thanh mạc), đau lưng, viêm rễ thần kinh. Trị chấn thương, đau bụng kinh.",Viên nén,,,https://thuocbietduoc.com.vn/thuoc-12868/ibuprofen.aspx
VD-0087-06,Toplizil,"Acetaminophen, Guaifenesin, Oxomemazine hydrochloride","Chỉ định Paracetamol
Paracetamol được dùng rộng rãi trong điều trị các chứng đau và sốt từ nhẹ đến vừa. 
* Giảm đau: 
Paracetamol được dùng giảm đau tạm thời trong điều trị chứng đau nhẹ và vừa: đau đầu, đau răng, đau bụng kinh... Thuốc có hiệu quả nhất là giảm đau cường độ thấp có nguồn gốc không phải nội tạng. Paracetamol không có tác dụng trị thấp khớp. Paracetamol là thuốc thay thế salicylat (được ưa thích ở người bệnh chống chỉ định hoặc không dung nạp salicylat) để giảm đau nhẹ hoặc hạ sốt. 
* Hạ sốt:


Paracetamol thường được dùng để giảm thân nhiệt ở người bệnh sốt, khi sốt có thể có hại hoặc khi hạ sốt nói chung không đặc hiệu, không ảnh hưởng đến tiến trình của bệnh cơ bản và có thể che lấp tình trạng bệnh của người bệnh.",Viên nang,,,https://thuocbietduoc.com.vn/thuoc-742/toplizil.aspx
VD-0638-06,Bicanthiol 2%,Carbocysteine,"Chỉ định Carbocysteine
Rối loạn cấp hay mãn tính đường hô hấp trên và dưới đi kèm theo tăng tiết đàm nhầy đặc và dai dẳng như viêm mũi, viêm xoang, viêm phế quản cấp và mãn, khí phế thũng và giãn phế quản.",Si rô,,,https://thuocbietduoc.com.vn/thuoc-5081/bicanthiol-2.aspx
VN-4688-07,Temodal Capsules,Temozolomid,"Chỉ định Temozolomid
Chỉ định cho trường hợp mới chẩn đoán u nguyên bào thần kinh đa dạng, phối hợp với xạ trị và sau đó là điều trị bổ trợ.
U nguyên bào thần kinh ác tính, như u nguyên bào thần kinh đa dạng hoặc u tế bào hình sao không biệt hóa, có hồi quy hoặc tiến triển sau khi điều trị chuẩn.
Điều trị ban đầu cho bệnh nhân có u sắc tố ác tính có di căn.",Viên nang,,,https://thuocbietduoc.com.vn/thuoc-23431/temodal-capsules.aspx
VN-5426-08,Bioszone Inj,"Cefoperazone Sodium, Sulbactam sodium","Chỉ định Sulbactam
Sulbactam phối hợp duy nhất với ampicillin dùng để điều trị các bệnh nhiễm trùng đường hô hấp, niệu đạo, mô mềm, ổ bụng...gây bởi các vi khuẩn nhạy cảm, nhất là các chủng sinh beta lactamase.","Bột pha tiêm Cefoperazone 500mg, Sulbactam 500mg",,,https://thuocbietduoc.com.vn/thuoc-26522/bioszone-inj.aspx
VN-8408-04,Myfortic,Mycophenolate,"Chỉ định Mycophenolate
dự phòng các phản ứng thải ghép ở những bệnh nhân được ghép thận dị thân.
Mycophenolate phải được dùng đồng thời với cysclosporine và corticoide.",Viên nén bao phim,,,https://thuocbietduoc.com.vn/thuoc-15968/myfortic.aspx
VN-1282-06,Novapime 1g IM/IV,"Cefepime hydrochloride, L-arginine","Chỉ định L-Arginine
Xơ gan, viêm gan mạn, hôn mê gan, tăng amoni huyết. Dùng trước và sau khi mổ ở người suy gan, bỏng, suy dinh dưỡng, già yếu, nghiện rượu. Uống: chữa các rối loạn tiêu hoá do suy gan như đầy bụng, táo bón, dị ứng thức ăn, nhức đầu, mẩn ngứa.",Bột pha tiêm-1g Cefepime,,,https://thuocbietduoc.com.vn/thuoc-5678/novapime-1g-imiv.aspx
VD-30262-18,"Gentamicin 0,3%",Mỗi 5ml chứa Gentamicin (dưới dạng Gentamycin sulphat) 15mg,"Chỉ định Gentamicin
Gentamicin thường được dùng phối hợp với các kháng sinh khác (beta - lactam); để điều trị các bệnh nhiễm khuẩn nặng toàn thân gây ra bởi các vi khuẩn Gram âm và các vi khuẩn khác còn nhạy cảm, bao gồm: Nhiễm khuẩn đường mật (viêm túi mật và viêm đường mật cấp), nhiễm Brucella, các nhiễm khuẩn trong bệnh nhày nhớt, viêm nội tâm mạc, nhiễm khuẩn huyết, nhiễm Listeria, viêm màng não, viêm phổi, nhiễm khuẩn ngoài da như bỏng, loét, nhiễm khuẩn xương, khớp, nhiễm khuẩn trong ổ bụng (bao gồm viêm phúc mạc), các nhiễm khuẩn về đường tiết niệu (viêm thận bể thận cấp) cũng như trong việc phòng nhiễm khuẩn khi mổ và trong điều trị các người bệnh suy giảm miễn dịch và người bệnh trong đơn nguyên chăm sóc tăng cường...
Gentamicin thường được dùng cùng với các chất diệt khuẩn khác để mở rộng phổ tác dụng và làm tăng hiệu lực điều trị. Thí dụ gentamicin được phối hợp với penicilin trong các nhiễm khuẩn do cầu khuẩn đường ruột và liên cầu gây ra, hoặc phối hợp với một beta - lactam kháng trực khuẩn mủ xanh trong các nhiễm khuẩn do trực khuẩn mủ xanh gây ra, hoặc với metronidazol hay clindamycin trong các bệnh do hỗn hợp các khuẩn ưa khí - kỵ khí gây ra.
Nhiễm khuẩn giác mạc, củng mạc, chắp lẹo, viêm bờ mi, túi lệ, loét giác mạc, loét giác mạc có mủ, tổn thương mắt do dị vật, trước & sau các phẫu thuật có can thiệp nội nhãn. 
Điều trị nhiễm khuẩn nặng do vi khuẩn gram âm mắc phải ở bệnh viện, như nhiễm khuẩn đường mật, nhiễm khuẩn huyết, viêm màng não, viêm phổi, nhiễm khuẩn xương khớp, nhiễm khuẩn trong ổ bụng, nhiễm khuẩn tiết niệu và dự phòng phẫu thuật. Gentamicin thường phối hợp với penicillin, quinolon, clindamycin và metronidazol để nâng cao hiệu lực kháng khuẩn.",Dung dịch nhỏ mắt,,,https://thuocbietduoc.com.vn/thuoc-59191/gentamicin-03.aspx
VN-9128-09,Cefixime DT 200 Tablets,,,Viên nén phân tán,,,https://thuocbietduoc.com.vn/thuoc-30743/cefixime-dt-200-tablets.aspx
VN-16337-13,Sizoca-5,Olanzapine 5mg,"Chỉ định Olanzapine
Olanzapine dùng để điều trị tấn công và điều trị duy trì bệnh tâm thần phân liệt, cũng như các bệnh loạn thần khác mà có những biểu hiện rõ rệt của các triệu chứng dương tính (ví dụ như hoang tưởng, ảo giác, rối loạn suy nghĩ, thù địch và nghi ngờ) và/hoặc các triệu chứng âm tính (ví dụ như cảm xúc phẳng lặng, lãnh đạm, thu mình lại, ngôn ngữ nghèo nàn).",Viên nén bao phim,,,https://thuocbietduoc.com.vn/thuoc-44157/sizoca-5.aspx
VN-16028-12,Coviro-LS tablets 30mg,lamivudine; stavudine,"Chỉ định Lamivudine
Ðiều trị viêm gan siêu vi B mạn tính ở bệnh nhân từ 16 tuổi trở lên có bằng chứng sao chép của virus viêm gan siêu vi B (HBV), và tình trạng viêm gan tiến triển kèm theo một hoặc nhiều điều kiện sau đây: - Alanin aminotransferase (ALT) huyết thanh tăng gấp 2 lần hay hơn so với bình thường. - Xơ gan. - Bệnh gan mất bù. - Bệnh gan dạng viêm hoại tử thể hiện trên sinh thiết. - Tổn thương hệ miễn dịch. - Ghép gan.",viên nén,,,https://thuocbietduoc.com.vn/thuoc-42909/coviro-ls-tablets-30mg.aspx
VN-12697-11,Tixeparin,Heparin sodium,"Chỉ định Heparin
Huyết khối tĩnh mạch (viêm tĩnh mạch), thuyên tắc mạch máu phổi, huyết khối động mạch (nhồi máu cơ tim) & các biểu hiện huyết khối nghẽn mạch khác. Ngừa tai biến thuyên tắc huyết khối.",Dung dịch tiêm,,,https://thuocbietduoc.com.vn/thuoc-39574/tixeparin.aspx
VN-11859-11,Clopixol-Acuphase,Zuclopenthixol acetate,"Chỉ định Zuclopenthioxol
Zuclopenthixol được sử dụng để điều trị bệnh tâm thần phân liệt và chứng rối loạn tâm thần khác.",Dung dịch tiêm dầu,,,https://thuocbietduoc.com.vn/thuoc-37928/clopixol-acuphase.aspx
VN-17488-13,Kupbloicin,Bleomycin (dưới dạng Bleomycin sulfat) 15IU,"Chỉ định Bleomycin
Điều trị carcinom tế bào vẩy, u hắc tố, carcinom tinh hoàn. Các u lympho Hodgkin hoặc không Hodgkin. Thuốc cũng có thể được dùng tràn dịch màng phổi ác tính như một tác nhân làm xơ cứng. Thuốc lựa chọn hàng hai cho người bệnh mà bleomycin chứng tỏ có tác dụng nào đó (dùng đơn độc hoặc phối hợp);: Điều trị u hắc tố ác tính có di căn; carcinom tuyến giáp, phổi hoặc bàng quang.",Bột đông khô pha tiêm,,,https://thuocbietduoc.com.vn/thuoc-45196/kupbloicin.aspx
VD-13865-11,Erycumax,"Erythromycin stearat 300mg, Dịch chiết nghệ 100mg","Chỉ định Erythromycin
Ðiều trị mụn trứng cá, đặc biệt các dạng mụn mủ viêm. Các nhiễm khuẩn hô hấp, da, mô mềm, hệ tiết niệu-sinh dục. Dự phòng thấp khớp cấp( thay thế penicillin).","hộp 1 tuýp 10 gam, 20 gam gel bôi da",,,https://thuocbietduoc.com.vn/thuoc-39792/erycumax.aspx
VNB-1577-04,Square Cephalexin 500mg,Cephalexin,"Chỉ định Cephalexin
- Nhiễm khuẩn đường hô hấp: viêm phế quản cấp và mãn và giãn phế quản có bội nhiễm. - Nhiễm khuẩn tai mũi họng: viêm tai giữa, viêm xương chũm, viêm xoang, viêm amydale và viêm họng. - Nhiễm trùng đường tiểu: viêm bể thận cấp và mãn, viêm bàng quang và viêm tuyến tiền liệt. Dự phòng nhiễm khuẩn đường niệu tái phát. - Nhiễm khuẩn sản và phụ khoa. - Nhiễm khuẩn da, mô mềm và xương. - Bệnh lậu và giang mai (khi dùng penicilline không phù hợp) - Trong nha khoa: thay thế tạm thời điều trị phòng ngừa với penicilline cho bệnh nhân mắc bệnh tim phải điều trị bệnh răng.",Viên nang,,,https://thuocbietduoc.com.vn/thuoc-7256/square-cephalexin-500mg.aspx
NC19-H11-00,Chlorovina H,"Chloramphenicol, Hydrocortisone","Chỉ định Chloramphenicol
- Nhiễm trùng phần trước của mắt, mí & lệ đạo.
- Phòng ngừa nhiễm trùng trước & sau mổ, bỏng hóa chất & các loại bỏng khác. 
- Những nhiễm khuẩn nặng do vi khuẩn nhạy cảm, viêm màng não và những nhiễm khuẩn khác do Haemophilus influenzae khi các kháng sinh aminopenicilin, gentamicin và một số cephalosporin thế hệ 3 không hiệu quả hoặc bị chống chỉ định.
- Nhiễm khuẩn do Rickettsia khi không thể dùng tetracyclin.
- Mắt hột & zona mắt.
- Bơm rửa hệ thống dẫn lưu nước mắt với mục đích điều trị hay phòng ngừa.",Thuốc mỡ,,,https://thuocbietduoc.com.vn/thuoc-7689/chlorovina-h.aspx
VNA-2966-00,Nước oxy già 10 Thể tích,Hydrogen peroxide,,Thuốc dùng ngoài,,,https://thuocbietduoc.com.vn/thuoc-12758/nuoc-oxy-gia-10-the-tich.aspx
VN-9459-05,Ikodom,Domperidone,"Chỉ định Domperidone
Buồn nôn & nôn do: Viêm dạ dày, viêm gan, viêm đường tiêu hoá, đau nửa đầu; 
nôn hậu phẫu; nôn do dùng thuốc; nôn do xạ trị, nôn mạn tính ở trẻ em.
Chậm tiêu do: Viêm thực quản trào ngược, đầy hơi sau khi ăn, viêm & viêm loét dạ dày.",Viên nén,,,https://thuocbietduoc.com.vn/thuoc-10416/ikodom.aspx
VN-2764-07,Inpad-40,Pantoprazole Sodium,"Chỉ định Pantoprazole
- Loét dạ dày tá tràng- Bệnh trào ngược dạ dày thực quản (GERD).",Viên nén bao tan trong ruột-40mg Pantoprazole,,,https://thuocbietduoc.com.vn/thuoc-17425/inpad-40.aspx
VN-4337-07,Harzong Injcetion,Cefazoline Sodium,"Chỉ định Cefazoline
Nhiễm trùng do các chủng nhạy cảm ở miệng, tai-mũi-họng, phế quản-phổi, tiết niệu-sinh dục, nhiễm trùng máu, viêm nội tâm mạc, ngoài da, thanh mạc, xương khớp.",Bột pha tiêm-1g Cefazolin,,,https://thuocbietduoc.com.vn/thuoc-23268/harzong-injcetion.aspx
VN-4847-07,Plugluco Tablets,"Glucosamine sulfate kali chloride, mangan sulfate, calcium carbonate, Vitamin D3, Vitamin E, Vitamin C","Chỉ định Glucosamine
Tất cả các bệnh thoái hóa xương khớp, thoái khớp nguyên phát và thứ phát như thoái khớp gối, háng tay, thoái hóa cột sống, vai, viêm quanh khớp, loãng xương, gãy xương teo khớp, viêm khớp mãn và cấp.",Viên nén bao phim,,,https://thuocbietduoc.com.vn/thuoc-24307/plugluco-tablets.aspx
VN-5787-08,L-Viem,Lysozyme Chloride,"Chỉ định Lysozyme
Trường hợp khó bài xuất đàm, viêm xoang mạn tính, chảy máu trong hoặc sau các cuộc tiểu phẫu.",Viên nén,,,https://thuocbietduoc.com.vn/thuoc-26997/l-viem.aspx
VND-0426-00,Thuốc ho bảo phế Tiên,"Tô diệp, Huyền sâm, Thiên môn đông, Tang Bạch bì, Cát cánh, Mơ muối, Trần bì, Cam thảo, Mạch môn, Bạc hà, Menthol","Chỉ định Huyền sâm
Thường dùng làm thuốc chữa sốt nóng, nóng âm ỉ, sốt về chiều, khát nước, chống viêm, điều trị bệnh tinh hồng nhiệt, viêm họng, viêm thanh quản, viêm miệng, viêm lợi, viêm kết mạc. Còn được dùng trị táo bón, mụn nhọt, lở loét.",Thuốc nước,,,https://thuocbietduoc.com.vn/thuoc-21526/thuoc-ho-bao-phe-tien.aspx
VN-6683-08,Seoulelbas,"L-Cystine, Pyridoxine HCl, Orotic Acid, Nicotinamide, Ascorbic Aid, Calcium Pantothenate, Riboflavin Tetrabutyrate, Biotin","Chỉ định L-cystine
Sạm da do mỹ phẩm, do thuốc ( thuốc tránh thai…);, có thai, suy gan, tuổi tiền mãn kinh, rám má, cháy nắng. Viêm da do thuốc, cơ địa dị ứng, eczema, mày đay, trứng cá, bệnh da tăng tiết bã nhờn, chứng ban da. Rụng, gãy tóc, rối loạn dinh dưỡng móng. Viêm giác mạc chấm nông, loét và tổn thương biểu mô giác mạc.",Viên nang mềm,,,https://thuocbietduoc.com.vn/thuoc-28914/seoulelbas.aspx
VD-25222-16,Paracetamol 500mg,Paracetamol 500mg,"Chỉ định Paracetamol
Paracetamol được dùng rộng rãi trong điều trị các chứng đau và sốt từ nhẹ đến vừa. 
* Giảm đau: 
Paracetamol được dùng giảm đau tạm thời trong điều trị chứng đau nhẹ và vừa: đau đầu, đau răng, đau bụng kinh... Thuốc có hiệu quả nhất là giảm đau cường độ thấp có nguồn gốc không phải nội tạng. Paracetamol không có tác dụng trị thấp khớp. Paracetamol là thuốc thay thế salicylat (được ưa thích ở người bệnh chống chỉ định hoặc không dung nạp salicylat) để giảm đau nhẹ hoặc hạ sốt. 
* Hạ sốt:


Paracetamol thường được dùng để giảm thân nhiệt ở người bệnh sốt, khi sốt có thể có hại hoặc khi hạ sốt nói chung không đặc hiệu, không ảnh hưởng đến tiến trình của bệnh cơ bản và có thể che lấp tình trạng bệnh của người bệnh.",Viên nang cứng,,,https://thuocbietduoc.com.vn/thuoc-53225/paracetamol-500mg.aspx
